date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,VZ,WBA,WMT,CASH
2019-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06735802441835403,0.0,0.0006271478487178683,0.0,0.05240336060523987,0.0,0.0,0.07915717363357544,0.0,0.0,0.0,0.0,0.006661530584096909,0.04179219901561737,0.00019384242477826774,0.07917613536119461,0.10759218037128448,0.03854301571846008,0.0,0.0,0.5264953970909119
2019-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050558485090732574,0.0,0.035992953926324844,0.0,0.0,0.052988119423389435,0.0,0.056783825159072876,0.005437872838228941,0.0,0.0,0.0,0.008941689506173134,0.06443668156862259,0.1271556168794632,0.06309236586093903,0.03213167190551758,0.041132789105176926,0.0,0.006821249146014452,0.4545265734195709
2019-01-18,0.0,0.0,0.0,0.0,0.004753417801111937,0.0,0.0,0.0,0.07293872535228729,0.0,0.0,0.0,0.07258004695177078,0.0,0.0,0.08038949221372604,0.0,0.0,0.0,0.0,0.005551318172365427,0.028197873383760452,0.0,0.08227880299091339,0.1409452259540558,0.034276045858860016,0.0,0.0,0.4780890643596649
2019-01-22,0.0,0.0,0.0,0.0,0.011279762722551823,0.0,0.0,0.0,0.07274386286735535,0.0,0.0,0.0,0.07407211512327194,0.0,0.0,0.07966288924217224,0.0,0.0,0.0,0.0,0.0021801539696753025,0.026929089799523354,0.0,0.08268733322620392,0.14405234158039093,0.03191220387816429,0.0,0.0,0.47448021173477173
2019-01-23,0.0,0.0,0.0,0.0,0.0024847639724612236,0.0,0.0,0.0,0.07243354618549347,0.0,0.0,0.0,0.0740242600440979,0.0,0.0,0.08059453964233398,0.0,0.0,0.0,0.0,0.0038335081189870834,0.026985859498381615,0.0,0.08005161583423615,0.1412113606929779,0.04082166776061058,0.0,0.0,0.4775588810443878
2019-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05875961482524872,0.0,0.023518772795796394,0.0,0.019708147272467613,0.01936868205666542,0.0,0.06453761458396912,0.0,0.0,0.0,0.0,0.005206138361245394,0.0585135854780674,0.0761462152004242,0.06632860749959946,0.06237093359231949,0.04072809964418411,0.0,0.0,0.5048136115074158
2019-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07147335261106491,0.0,0.0,0.0,0.05618659406900406,0.0,0.0,0.08415158838033676,0.0,0.0,0.0,0.0,0.003777917241677642,0.036499686539173126,0.0,0.07687797397375107,0.12598006427288055,0.033923856914043427,0.0,0.0,0.5111289620399475
2019-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07266511023044586,0.0,0.0,0.0,0.04034576565027237,0.0,0.0,0.08130316436290741,0.0,0.0,0.0,0.0,0.003035904373973608,0.04406685009598732,0.0022210723254829645,0.07598870247602463,0.10959920287132263,0.03406929597258568,0.0,0.0,0.5367048978805542
2019-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061230212450027466,0.0,0.013970930129289627,0.0,0.01977470889687538,0.0073949359357357025,0.0,0.07301371544599533,0.0,0.0,0.0,0.0,0.006924350745975971,0.05127808079123497,0.059807006269693375,0.0685395821928978,0.07562388479709625,0.039403870701789856,0.0,0.0,0.5230387449264526
2019-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07198979705572128,0.0,0.0,0.0,0.05833270773291588,0.0,0.0,0.0934002697467804,0.0,0.0,0.0,0.0,0.0030188546516001225,0.02632617950439453,0.0,0.07927027344703674,0.13972894847393036,0.03430623188614845,0.0,0.0,0.49362677335739136
2019-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06651230901479721,0.0,0.0,0.0,0.03720830753445625,0.0,0.0,0.08968485891819,0.0,0.0,0.0,0.0,0.005305462516844273,0.04147142916917801,0.02944966033101082,0.06699249893426895,0.09341815114021301,0.03600441664457321,0.0,0.0,0.5339528918266296
2019-02-01,0.0,0.0,0.0,0.0,0.0004882871289737523,0.0,0.0,0.0,0.07014577090740204,0.0,0.0,0.0,0.057262126356363297,0.0,0.0,0.09386983513832092,0.0,0.0,0.0,0.0,0.0021257472690194845,0.035670582205057144,0.0,0.07208162546157837,0.11821863800287247,0.03046061284840107,0.0,0.0,0.519676685333252
2019-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06592156738042831,0.0,0.0006886000046506524,0.0,0.03404252976179123,0.0,0.0,0.08918533474206924,0.0,0.0,0.0,0.0,0.002512809354811907,0.0475022979080677,0.04468819499015808,0.06869983673095703,0.08952885121107101,0.029713550582528114,0.0,0.0,0.5275164246559143
2019-02-05,0.0,0.0,0.0,0.0,0.005832932889461517,0.0,0.0,0.0,0.07000672072172165,0.0,0.0,0.0,0.06419731676578522,0.0,0.0,0.10079801827669144,0.0,0.0,0.0,0.0,0.0,0.03179629519581795,0.0,0.07323581725358963,0.13137660920619965,0.024307481944561005,0.0,0.0,0.49844875931739807
2019-02-06,0.0,0.0,0.0,0.0,0.02283170074224472,0.0,0.0,0.0,0.07407655566930771,0.0,0.0,0.0,0.07832861691713333,0.0,0.0,0.1069551482796669,0.0,0.0,0.0,0.0,0.0,0.023004945367574692,0.0,0.0726381242275238,0.1462809294462204,0.021035199984908104,0.0,0.0,0.4548487961292267
2019-02-07,0.0,0.0,0.0,0.0,0.02921989932656288,0.0,0.0,0.0,0.0779302790760994,0.0,0.0,0.0,0.07877454161643982,0.0,0.0,0.10774003714323044,0.0,0.0,0.0,0.0,0.0,0.021969225257635117,0.0,0.06943534314632416,0.14663083851337433,0.022454440593719482,0.0,0.0,0.4458453953266144
2019-02-08,0.0,0.0,0.0,0.0,0.022343585267663002,0.0,0.0,0.0,0.07340811938047409,0.0,0.0,0.0,0.07851231098175049,0.0,0.0,0.10300034284591675,0.0,0.0,0.0,0.0,0.0,0.02503107488155365,0.0,0.07148154824972153,0.14104482531547546,0.024311847984790802,0.0,0.0,0.46086636185646057
2019-02-11,0.0,0.0,0.0,0.0,0.02043304778635502,0.0,0.0,0.0,0.07264618575572968,0.0,0.0,0.0,0.08321123570203781,0.0,0.0,0.10129404067993164,0.0,0.0,0.0,0.0,0.0,0.022856971248984337,0.0,0.07398583739995956,0.14932912588119507,0.026915280148386955,0.0,0.0,0.44932830333709717
2019-02-12,0.0,0.0,0.0,0.0,0.026366151869297028,0.0,0.0,0.0,0.07357144355773926,0.0,0.0,0.0,0.07544373720884323,0.0,0.0,0.09724286198616028,0.0,0.0,0.0,0.0,0.0,0.030953679233789444,0.0,0.0700516328215599,0.135520339012146,0.02409142442047596,0.0,0.0,0.4667586386203766
2019-02-13,0.0,0.0,0.0,0.0,0.03805336356163025,0.0,0.0,0.0,0.07595250010490417,0.0,0.0,0.0,0.08228923380374908,0.0,0.0,0.09954337030649185,0.0,0.0,0.0,0.0,0.0,0.027582798153162003,0.0,0.07037542015314102,0.1453169882297516,0.01569286547601223,0.0,0.0,0.44519349932670593
2019-02-14,0.0,0.0,0.0,0.0,0.044622596353292465,0.0,0.0,0.0,0.07913261651992798,0.0,0.0,0.0,0.08715853840112686,0.0,0.0,0.10369066894054413,0.0,0.0,0.0,0.0,0.0,0.02446747198700905,0.0,0.06819332391023636,0.1495121717453003,0.01294463686645031,0.0,0.0,0.430277943611145
2019-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041921742260456085,0.0,0.04469234496355057,0.0,0.0,0.07273243367671967,0.0,0.056573301553726196,0.019712558016180992,0.0,0.0,0.0,0.007367483805865049,0.06732024997472763,0.16878478229045868,0.06040357053279877,0.012194817885756493,0.034743160009384155,0.0,0.041338540613651276,0.37221500277519226
2019-02-19,0.0,0.0,0.0,0.0,0.032582156360149384,0.0,0.0,0.0,0.08256929367780685,0.0,0.0,0.0,0.06516719609498978,0.0,0.0,0.10029158741235733,0.0,0.0,0.0,0.0,0.0,0.033192750066518784,0.0,0.06545588374137878,0.1307981312274933,0.020402204245328903,0.0,0.0,0.46954086422920227
2019-02-20,0.0,0.0,0.0,0.0,0.03720419481396675,0.0,0.0,0.0,0.08293616771697998,0.0,0.0,0.0,0.07039172202348709,0.0,0.0,0.10087040811777115,0.0,0.0,0.0,0.0,0.0,0.03205398470163345,0.0,0.06454765796661377,0.13879439234733582,0.019397001713514328,0.0,0.0,0.45380446314811707
2019-02-21,0.0,0.0,0.0,0.0,0.033809270709753036,0.0,0.0,0.0,0.08347766846418381,0.0,0.0,0.0,0.06656604260206223,0.0,0.0,0.1058545857667923,0.0,0.0,0.0,0.0,0.0,0.02993813529610634,0.0,0.0654488131403923,0.134064719080925,0.015521020628511906,0.0,0.0,0.4653196930885315
2019-02-22,0.0,0.0,0.0,0.0,0.024751391261816025,0.0,0.0,0.0,0.08227396011352539,0.0,0.0,0.0,0.06247523054480553,0.0,0.0,0.11072740703821182,0.0,0.0,0.0,0.0,0.0,0.028530163690447807,0.0,0.0656571239233017,0.13818828761577606,0.016738031059503555,0.0,0.0,0.47065839171409607
2019-02-25,0.0,0.0,0.0,0.0,0.034985385835170746,0.0,0.0,0.0,0.0848061740398407,0.0,0.0,0.0,0.069931760430336,0.0,0.0,0.11722009629011154,0.0,0.0,0.0,0.0,0.0,0.022005224600434303,0.0,0.06492315232753754,0.14818967878818512,0.011253396049141884,0.0,0.0,0.44668519496917725
2019-02-26,0.0,0.0,0.0,0.0,0.03462132811546326,0.0,0.0,0.0,0.0849953219294548,0.0,0.0,0.0,0.06417104601860046,0.0,0.0,0.11572669446468353,0.0,0.0,0.0,0.0,0.0,0.024369627237319946,0.0,0.06498587876558304,0.1407770961523056,0.009588528424501419,0.0,0.0,0.46076440811157227
2019-02-27,0.0,0.0,0.0,0.0,0.04538319632411003,0.0,0.0,0.0,0.0838768407702446,0.0,0.0,0.0,0.07665418088436127,0.0,0.0,0.11710497736930847,0.0,0.0,0.0,0.0,0.0,0.01771670952439308,0.0,0.06672637909650803,0.15575431287288666,0.004616370890289545,0.0,0.0,0.43216702342033386
2019-02-28,0.0,0.0,0.0,0.0,0.024778904393315315,0.0,0.0,0.0,0.08458109200000763,0.0,0.0,0.0,0.04527795687317848,0.0,0.0,0.10949499160051346,0.0,0.0,0.0,0.0,0.0,0.03804623335599899,0.0,0.06522347778081894,0.11515013873577118,0.01672413945198059,0.0,0.0,0.500723123550415
2019-03-01,0.0,0.0,0.0,0.0,0.04362642392516136,0.0,0.0,0.0,0.08674599230289459,0.0,0.0,0.0,0.06842228025197983,0.0,0.0,0.11285632103681564,0.0,0.0,0.0,0.0,0.0,0.024753155186772346,0.0,0.06168874353170395,0.1362956017255783,0.012324203737080097,0.0,0.0,0.4532873332500458
2019-03-04,0.0,0.0,0.0,0.0,0.025356028228998184,0.0,0.0,0.0,0.08845853060483932,0.0,0.0,0.0,0.040909647941589355,0.0,0.0,0.11977873742580414,0.0,0.0,0.0,0.0,0.0,0.035425279289484024,0.0,0.06302338093519211,0.11474494636058807,0.013929200358688831,0.0,0.0,0.4983742833137512
2019-03-05,0.0,0.0,0.0,0.0,0.019788432866334915,0.0,0.0,0.0,0.08898314088582993,0.0,0.0,0.0,0.04735758528113365,0.0,0.0,0.1225438341498375,0.0,0.0,0.0,0.0,0.0016796188428997993,0.02498369850218296,0.0,0.059432439506053925,0.1274385303258896,0.013711240142583847,0.0,0.0,0.4940814971923828
2019-03-06,0.0,0.0,0.0,0.0,0.03391170874238014,0.0,0.0,0.0,0.0915524885058403,0.0,0.0,0.0,0.06881733983755112,0.0,0.0,0.12762123346328735,0.0,0.0,0.0,0.0,0.0,0.013678176328539848,0.0,0.05845549330115318,0.15049681067466736,0.011252738535404205,0.0,0.0,0.44421401619911194
2019-03-07,0.0,0.0,0.0,0.0,0.023457346484065056,0.0,0.0,0.0,0.09151825308799744,0.0,0.0,0.0,0.06895975768566132,0.0,0.0,0.13211224973201752,0.0,0.0,0.0,0.0,0.001179361715912819,0.011550383642315865,0.0,0.05369466170668602,0.14736518263816833,0.018109319731593132,0.0,0.0,0.452053427696228
2019-03-08,0.0,0.0,0.0,0.0,0.02543836459517479,0.0,0.0,0.0,0.09221882373094559,0.0,0.0,0.0,0.0821695402264595,0.0,0.0,0.13054093718528748,0.0,0.0,0.0,0.0,0.0,0.00828808918595314,0.0,0.05469539016485214,0.1643298715353012,0.024797020480036736,0.0,0.0,0.41752198338508606
2019-03-11,0.0,0.0,0.0,0.0,0.013977458700537682,0.0,0.0,0.0,0.08793001621961594,0.0,0.0,0.0,0.07869373261928558,0.0,0.0,0.12286851555109024,0.0,0.0,0.0,0.0,0.0,0.015318602323532104,0.0,0.05808873474597931,0.15983636677265167,0.0314946286380291,0.0,0.0,0.43179193139076233
2019-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07922068983316422,0.0,0.001319310744293034,0.0,0.03001898154616356,0.0,0.0,0.1072695329785347,0.0,0.0,0.0,0.0,0.004398707766085863,0.038276154547929764,0.02732137031853199,0.05973649397492409,0.09830524772405624,0.0399857833981514,0.0,0.0,0.5141476392745972
2019-03-13,0.0,0.0,0.0,0.0,0.01348043978214264,0.0,0.0,0.0,0.08452551066875458,0.0,0.0,0.0,0.05609903484582901,0.0,0.0,0.12209328263998032,0.0,0.0,0.0,0.0,0.0011396920308470726,0.02140657790005207,0.0,0.05754902958869934,0.13076941668987274,0.03386114537715912,0.0,0.0,0.4790757894515991
2019-03-14,0.0,0.0,0.0,0.0,0.031651683151721954,0.0,0.0,0.0,0.08716088533401489,0.0,0.0,0.0,0.07642526924610138,0.0,0.0,0.1249227374792099,0.0,0.0,0.0,0.0,0.0,0.01050939504057169,0.0,0.05943157896399498,0.15371491014957428,0.03171946853399277,0.0,0.0,0.42446401715278625
2019-03-15,0.0,0.0,0.0,0.0,0.038088347762823105,0.0,0.0,0.0,0.08607982844114304,0.0,0.0,0.0,0.08482209593057632,0.0,0.0,0.12618298828601837,0.0,0.0,0.0,0.0,0.0,0.005621872842311859,0.0,0.059678275138139725,0.15894974768161774,0.03315995633602142,0.0,0.0,0.40741685032844543
2019-03-18,0.0,0.0,0.0,0.0,0.035793401300907135,0.0,0.0,0.0,0.0867169052362442,0.0,0.0,0.0,0.07658246159553528,0.0,0.0,0.12676115334033966,0.0,0.0,0.0,0.0,0.0,0.00941492710262537,0.0,0.05705545097589493,0.14627200365066528,0.03537338972091675,0.0,0.0,0.42603036761283875
2019-03-19,0.0,0.0,0.0,0.0,0.03280520439147949,0.0,0.0,0.0,0.08631154894828796,0.0,0.0,0.0,0.07330785691738129,0.0,0.0,0.1201128363609314,0.0,0.0,0.0,0.0,0.0,0.014322243630886078,0.0,0.056506719440221786,0.1399155706167221,0.0385398343205452,0.0,0.0,0.4381782114505768
2019-03-20,0.0,0.0,0.0,0.0,0.03507476672530174,0.0,0.0,0.0,0.0853278785943985,0.0,0.0,0.0,0.07417219132184982,0.0,0.0,0.11495482176542282,0.0,0.0,0.0,0.0,0.0,0.015558863990008831,0.0,0.05743216723203659,0.13917143642902374,0.034556109458208084,0.0,0.0,0.4437517523765564
2019-03-21,0.0,0.0,0.0,0.0,0.0318915992975235,0.0,0.0,0.0,0.08314234018325806,0.0,0.0,0.0,0.06751171499490738,0.0,0.0,0.11297708749771118,0.0,0.0,0.0,0.0,0.0,0.01978379487991333,0.0,0.059584569185972214,0.13405755162239075,0.03253307193517685,0.0,0.0,0.45851829648017883
2019-03-22,0.0,0.0,0.0,0.0,0.024477718397974968,0.0,0.0,0.0,0.08101040124893188,0.0,0.0,0.0,0.05252401530742645,0.0,0.0,0.11127593368291855,0.0,0.0,0.0,0.0,0.0,0.029678432270884514,0.0,0.05945239216089249,0.11299675703048706,0.03479671850800514,0.0,0.0,0.49378761649131775
2019-03-25,0.0,0.0,0.0,0.0,0.013106503523886204,0.0,0.0,0.0,0.07869984954595566,0.0,0.0,0.0,0.049752745777368546,0.0,0.0,0.11201263964176178,0.0,0.0,0.0,0.0,0.0,0.03189421817660332,0.0015443434240296483,0.05839015543460846,0.10923115909099579,0.04576576128602028,0.0,0.0,0.49960264563560486
2019-03-26,0.0,0.0,0.0,0.0,0.03220546618103981,0.0,0.0,0.0,0.08367519080638885,0.0,0.0,0.0,0.08090829849243164,0.0,0.0,0.12077368050813675,0.0,0.0,0.0,0.0,0.0,0.01549612544476986,0.0,0.05680999159812927,0.14282481372356415,0.041725676506757736,0.0,0.0,0.425580769777298
2019-03-27,0.0,0.0,0.0,0.0,0.027926640585064888,0.0,0.0,0.0,0.08345579355955124,0.0,0.0,0.0,0.07054005563259125,0.0,0.0,0.11828112602233887,0.0,0.0,0.0,0.0,0.0,0.020847825333476067,0.0,0.05787220224738121,0.13776379823684692,0.043415751308202744,0.0,0.0,0.4398967921733856
2019-03-28,0.0,0.0,0.0,0.0,0.03029574453830719,0.0,0.0,0.0,0.07991363108158112,0.0,0.0,0.0,0.07454236596822739,0.0,0.0,0.11529965698719025,0.0,0.0,0.0,0.0,0.0,0.02359526790678501,0.0,0.058639850467443466,0.14079128205776215,0.04206889867782593,0.0,0.0,0.43485334515571594
2019-03-29,0.0,0.0,0.0,0.0,0.03009965643286705,0.0,0.0,0.0,0.08096255362033844,0.0,0.0,0.0,0.07349491119384766,0.0,0.0,0.10904242098331451,0.0,0.0,0.0,0.0,0.0,0.027558498084545135,0.0,0.05763660743832588,0.1332479864358902,0.0387798473238945,0.0,0.0,0.4491775333881378
2019-04-01,0.0,0.0,0.0,0.0,0.03414522111415863,0.0,0.0,0.0,0.08163981139659882,0.0,0.0,0.0,0.07291487604379654,0.0,0.0,0.11169735342264175,0.0,0.0,0.0,0.0,0.0,0.024717148393392563,0.0,0.061827484518289566,0.14275531470775604,0.030962318181991577,0.0,0.0,0.4393404722213745
2019-04-02,0.0,0.0,0.0,0.0,0.028101090341806412,0.0,0.0,0.0,0.0836225226521492,0.0,0.0,0.0,0.06137474626302719,0.0,0.0,0.11918378621339798,0.0,0.0,0.0,0.0,0.0,0.02340046688914299,0.0,0.06270993500947952,0.14228135347366333,0.021657457575201988,0.0,0.0,0.457668662071228
2019-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06282491981983185,0.0,0.01887972466647625,0.0,0.0,0.03834788501262665,0.0,0.09100054949522018,0.0,0.0,0.0,0.0,0.0,0.053902361541986465,0.10513819754123688,0.06221241131424904,0.06534173339605331,0.03275139257311821,0.0,0.016758747398853302,0.4528421461582184
2019-04-04,0.0,0.0,0.0,0.0,0.027586154639720917,0.0,0.0,0.0,0.08397522568702698,0.0,0.0,0.0,0.05396053194999695,0.0,0.0,0.12414306402206421,0.0,0.0,0.0,0.0,0.0,0.020216092467308044,0.0,0.06225959211587906,0.14957083761692047,0.015472952276468277,0.0,0.0,0.4628155529499054
2019-04-05,0.0,0.0,0.0,0.0,0.018039558082818985,0.0,0.0,0.0,0.08396776020526886,0.0,0.0,0.0,0.0420704111456871,0.0,0.0,0.1234089657664299,0.0,0.0,0.0,0.0,0.0,0.022583449259400368,0.0,0.06533101946115494,0.1436598300933838,0.018270742148160934,0.0,0.0,0.48266831040382385
2019-04-08,0.0,0.0,0.0,0.0,0.030022408813238144,0.0,0.0,0.0,0.0864940658211708,0.0,0.0,0.0,0.05786532908678055,0.0,0.0,0.12913815677165985,0.0,0.0,0.0,0.0,0.0,0.014134958386421204,0.0,0.06380046159029007,0.16011454164981842,0.015205850824713707,0.0,0.0,0.4432241916656494
2019-04-09,0.0,0.0,0.0,0.0,0.0318668931722641,0.0,0.0,0.0,0.08442894369363785,0.0,0.0,0.0,0.05450824275612831,0.0,0.0,0.12034398317337036,0.0,0.0,0.0,0.0,0.0,0.02189534902572632,0.0,0.06243094056844711,0.1447015106678009,0.020961852744221687,0.0,0.0,0.4588623046875
2019-04-10,0.0,0.0,0.0,0.0,0.04401812329888344,0.0,0.0,0.0,0.0827445462346077,0.0,0.0,0.0,0.07246319949626923,0.0,0.0,0.11821527779102325,0.0,0.0,0.0,0.0,0.0,0.01658307947218418,0.0,0.06196222081780434,0.15314848721027374,0.023508161306381226,0.0,0.0,0.42735689878463745
2019-04-11,0.0,0.0,0.0,0.0,0.04066592454910278,0.0,0.0,0.0,0.08344658464193344,0.0,0.0,0.0,0.07134240120649338,0.0,0.0,0.11929964274168015,0.0,0.0,0.0,0.0,0.0,0.014829958789050579,0.0,0.06007225438952446,0.15452603995800018,0.023146821185946465,0.0,0.0,0.4326704144477844
2019-04-12,0.0,0.0,0.0,0.0,0.026143290102481842,0.0,0.0,0.0,0.08531054854393005,0.0,0.0,0.0,0.048091813921928406,0.0,0.0,0.1184050440788269,0.0,0.0,0.0,0.0,0.0,0.026286806911230087,0.0,0.05625374987721443,0.1280079185962677,0.02655286155641079,0.0,0.0,0.4849480390548706
2019-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04082481935620308,0.0,0.04902986064553261,0.0,0.0,0.07835566252470016,0.0,0.06314851343631744,0.02743256278336048,0.0,0.0,0.0,0.006149028893560171,0.06101638823747635,0.17315292358398438,0.054512038826942444,0.006077190861105919,0.03484553471207619,0.0,0.04252227395772934,0.36293327808380127
2019-04-16,0.0,0.0,0.0,0.0,0.016414469107985497,0.0,0.0,0.0,0.08968912810087204,0.0,0.0,0.0,0.037359755486249924,0.0,0.0,0.12675592303276062,0.0,0.0,0.0,0.0,0.0,0.028712082654237747,0.0,0.050032924860715866,0.11635205894708633,0.02669244445860386,0.0,0.0,0.5079912543296814
2019-04-17,0.0,0.0,0.0,0.0,0.016196666285395622,0.0,0.0,0.0,0.0893787369132042,0.0,0.0,0.0,0.039044514298439026,0.0,0.0,0.130107581615448,0.0,0.0,0.0,0.0,0.0,0.027716612443327904,0.0,0.0474521704018116,0.11773094534873962,0.023646296933293343,0.0,0.0,0.5087264776229858
2019-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06585051864385605,0.0,0.023685749620199203,0.0,0.0,0.03929686173796654,0.0,0.10079579055309296,0.0,0.0,0.0,0.0,0.0,0.05231795087456703,0.10843930393457413,0.05147577449679375,0.05132012441754341,0.03491920232772827,0.0,0.01736096665263176,0.4545377492904663
2019-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08050965517759323,0.0,0.0057379151694476604,0.0,0.009473312646150589,0.004895203281193972,0.0,0.1334247887134552,0.0,0.0,0.0,0.0,0.0,0.04139508679509163,0.05062958225607872,0.045192327350378036,0.08153139799833298,0.027640897780656815,0.0,0.005119803827255964,0.5144500136375427
2019-04-23,0.0,0.0,0.0,0.0,0.0072538284584879875,0.0,0.0,0.0,0.08569029718637466,0.0,0.0,0.0,0.04281620308756828,0.0,0.0,0.14864014089107513,0.0,0.0,0.0,0.0,0.0,0.019349953159689903,0.0,0.039262160658836365,0.1209300309419632,0.018111664801836014,0.0,0.0,0.5179457664489746
2019-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08186233043670654,0.0,0.0,0.0,0.008731666952371597,0.0,0.0,0.14320452511310577,0.0,0.0,0.0,0.0,0.0,0.030448801815509796,0.03328600525856018,0.05131068453192711,0.09844610095024109,0.021568242460489273,0.0,0.0,0.5311416387557983
2019-04-25,0.0,0.0,0.0,0.0,0.019204983487725258,0.0,0.0,0.0,0.08674677461385727,0.0,0.0,0.0,0.047412123531103134,0.0,0.0,0.1530318558216095,0.0,0.0,0.0,0.0,0.0,0.013106804341077805,0.0,0.0439051017165184,0.12814930081367493,0.015972010791301727,0.0,0.0,0.4924710690975189
