age,married,education,value_main_house,future_expenses,risk aversion,% spend future win,tot_amm_year_retirement_plans,tot_value_retirement_plans,tot_income_month,tot_loans_rest,tot_amm_acc,port_inv_val,ann_inv_income,monthly_expenses
0.8840784748349916,2.1728685776013483,-1.3295767691537421,-0.25102178233407435,0.9537683829075669,0.5092746723790498,-1.0933565512773094,-0.24487049762167296,-0.26601515957881355,-0.3673591728455738,0.19816055449108985,-0.17341699574172229,-0.060778846936220654,-0.04064644209800182,0.7042881945259302
0.951329471325316,-0.388286812401399,-0.7895783004657784,0.14070614144922045,0.9537683829075669,0.5092746723790498,-1.0933565512773094,-0.24487049762167296,-0.26601515957881355,-0.21780320793480976,0.19816055449108985,-0.05662312712361022,-0.060778846936220654,-0.04064644209800182,-0.5930847256917618
0.951329471325316,2.1728685776013483,-0.7895783004657784,0.14070614144922045,0.9537683829075669,0.5092746723790498,1.4194957590827617,-0.24487049762167296,-0.26601515957881355,-0.24369444559589876,0.19816055449108985,-0.15395135097203694,-0.060778846936220654,-0.04064644209800182,0.6459502956064717
0.34607050291239616,-0.388286812401399,1.100416339942095,-0.31803598401542854,-0.11817634888111636,0.5092746723790498,-1.0933565512773094,-0.24487049762167296,-0.26601515957881355,0.1010678243122862,0.19816055449108985,-0.17185974416014746,-0.05934374438552774,-0.03952166916132619,0.07805924417811465
1.0858314643059648,-0.388286812401399,-1.3295767691537421,0.17081434967120449,0.9537683829075669,0.5092746723790498,1.4448781056520554,3.0,3.0,3.0,0.19816055449108985,3.0,0.22624166320236294,-0.038396896224650555,-3.0
0.8168274783446672,-0.388286812401399,0.830417105598113,-0.3293673670907333,0.9537683829075669,0.5092746723790498,-1.0933565512773094,-0.24487049762167296,-0.26601515957881355,-0.25459601934793624,0.19816055449108985,-0.05662312712361022,-0.060778846936220654,-0.04064644209800182,0.4394444587234328
0.5478234923833695,2.1728685776013483,1.100416339942095,-0.12044580773964274,-0.11817634888111636,0.5092746723790498,1.4448781056520554,-0.24487049762167296,-0.26601515957881355,-0.48216637142171836,0.031548924714388166,-0.17030249257857263,-0.060778846936220654,-0.04064644209800182,-0.1232839467828483
1.1530824607962893,-0.388286812401399,-1.5995760034977242,-0.42301123303087584,0.9537683829075669,0.5092746723790498,0.17576077718737307,-0.24487049762167296,-0.26601515957881355,-0.5843686253470697,0.19816055449108985,-0.1461650930641628,-0.060778846936220654,-0.04064644209800182,0.6459502956064717
-0.9316984304037679,-0.388286812401399,-0.7895783004657784,-0.12044580773964274,0.9537683829075669,-1.2931417039823454,1.4448781056520554,0.34463929308707963,0.1498378614011698,-0.22461669152983318,0.013034572731833277,-0.15722157929334407,-0.053760621422312006,-0.04064644209800182,0.053794808344357584
0.7495764818543427,-0.388286812401399,0.5604178712541311,0.6630100398269468,-1.1901210806697997,0.5092746723790498,0.683407708573246,-0.24487049762167296,-0.26601515957881355,0.20701749421490034,-1.4387256327887863,-0.1452112764704482,-0.060778846936220654,-0.04064644209800182,-0.7995905625748008
0.27881950642207176,1.5325797301006614,0.5604178712541311,-0.3293673670907333,-1.1901210806697997,0.5092746723790498,0.17576077718737307,-0.24487049762167296,-0.26601515957881355,0.2673168240308576,0.19816055449108985,-0.157844479925974,-0.060778846936220654,-0.04064644209800182,0.07805924417811465
-1.26795341285539,1.5325797301006614,1.100416339942095,1.577041861987968,-1.1901210806697997,0.5092746723790498,1.4448781056520554,-0.24487049762167296,-0.26601515957881355,2.243227066587649,0.19816055449108985,-0.157844479925974,-0.04929802653067731,-0.04064644209800182,-2.9162753906259495
