gender,age,married,education,value_main_house,future_expenses,%_spend_future_win,risk,tot_amm_year_retirement_plans,tot_value_retirement_plans,tot_income_month,tot_loans_rest,tot_amm_acc,port_inv_val,ann_inv_income,monthly_expenses
2.0,49.0,1.0,6.0,0.0,3.0,0.0,4.0,0.36,15.0,0.8,0.5,0.3,0.0,0.0,0.995
2.0,67.0,2.0,10.0,60.0,3.0,100.0,4.0,0.36,15.0,1.152,0.0,1.5,0.0,0.0,2.377
2.0,70.0,6.0,2.0,90.152,3.0,100.0,4.0,0.36,15.0,0.637,0.0,0.3,0.0,0.0,0.5
1.0,39.0,2.0,13.0,400.0,1.0,0.0,4.0,0.0,12.0,3.4,89.293,5.5569712540000005,0.0,0.0,2.49
1.0,70.0,2.0,2.0,96.162,3.0,50.0,4.0,0.36,15.0,2.4,0.0,110.0,70.0,1.6,1.3
2.0,83.0,6.0,2.0,0.0,3.0,0.0,4.0,0.36,15.0,1.017,0.0,0.896,0.0,0.0,0.446
2.0,61.0,2.0,2.0,150.0,3.0,0.0,4.0,0.36,15.0,0.0,65.0,1.0,0.0,0.0,1.185
2.0,42.0,2.0,6.0,130.0,1.0,50.0,3.0,0.36,15.0,0.98,81.525,4.558,0.0,0.0,1.842
1.0,83.0,2.0,2.0,72.121,1.0,100.0,4.0,0.36,15.0,0.714,0.0,3.0,0.0,0.0,0.483
1.0,71.0,2.0,9.0,130.0,1.0,30.0,4.0,0.36,15.0,2.0,0.0,12.0,3.0,0.04,0.8
1.0,68.0,2.0,6.0,721.215,3.0,30.0,4.0,0.0,75.0,2.5,0.0,15.0,10.0,0.0,4.0
1.0,55.0,4.0,3.0,87.973,1.0,0.0,4.0,0.36,15.0,0.0,0.0,0.0,0.0,0.0,1.0
2.0,64.0,5.0,6.0,1000.0,2.0,0.0,2.0,0.36,15.0,0.0,0.0,0.517,68.295,10.0,0.5
2.0,85.0,6.0,2.0,48.0,3.0,100.0,4.0,0.36,15.0,0.298,0.0,0.0,0.433,0.0,1.5
1.0,59.0,1.0,2.0,0.0,1.0,50.0,4.0,0.36,15.0,0.721,2.0,1.7,0.0,0.0,0.97
2.0,49.0,4.0,5.0,120.0,2.0,0.0,4.0,0.25,6.0,0.0,0.0,9.146,8.0,0.25,0.7
2.0,60.0,2.0,6.0,0.0,3.0,50.0,4.0,0.36,15.0,0.0,0.0,80.0,0.0,0.0,1.0
2.0,74.0,6.0,10.0,0.0,3.0,100.0,4.0,0.36,15.0,1.922,0.0,79.622,569.913,0.456,3.5
2.0,80.0,6.0,11.0,300.506,1.0,50.0,4.0,0.36,15.0,1.03,0.0,11.082,100.551,0.0,0.11
2.0,78.0,2.0,11.0,650.0,3.0,100.0,3.0,0.36,15.0,1.4,0.0,45.182,40.0,0.8,4.0
1.0,49.0,2.0,11.0,400.0,3.0,50.0,4.0,0.0,0.03,2.7,67.0,20.0,4.5,0.15,2.628
1.0,65.0,2.0,11.0,180.0,3.0,50.0,4.0,0.36,15.0,3.5,50.0,90.0,0.0,0.0,2.5
1.0,36.0,1.0,6.0,170.0,3.0,100.0,4.0,0.36,15.0,1.44,122.5,8.0,0.0,0.0,1.894
1.0,71.0,2.0,11.0,850.0,1.0,100.0,3.0,0.36,15.0,4.426,55.0,40.0,510.597,39.0,3.844
1.0,58.0,2.0,2.0,250.0,1.0,50.0,2.0,0.0,23.793,1.983,0.0,30.0,200.0,30.0,2.4
2.0,38.0,2.0,12.0,115.0,1.0,50.0,4.0,0.36,15.0,0.66,20.0,28.0,0.0,0.0,1.118
2.0,49.0,5.0,6.0,90.0,3.0,0.0,4.0,0.18,1.4,1.1,0.0,1.5,0.0,0.0,0.998
1.0,85.0,2.0,13.0,800.0,3.0,50.0,3.0,0.36,15.0,4.183,12.854,15.068,317.059,0.0,4.866
1.0,85.0,6.0,2.0,30.0,3.0,0.0,4.0,0.36,15.0,0.6,0.0,1.0,0.0,0.0,0.5
1.0,75.0,2.0,11.0,800.0,3.0,100.0,3.0,0.36,15.0,2.3,0.0,40.0,10000.0,130.0,4.0
1.0,27.0,1.0,12.0,0.0,2.0,0.0,4.0,0.36,15.0,1.3,0.0,2.232,0.0,0.0,1.65
1.0,53.0,2.0,11.0,800.0,3.0,100.0,3.0,0.36,15.0,1.2,15.0,12.0,0.0,0.0,3.16
1.0,63.0,2.0,11.0,350.0,3.0,0.0,3.0,0.75,78.0,0.0,0.0,300.0,700.0,5.0,3.0
1.0,48.0,2.0,11.0,156.263,3.0,50.0,4.0,1.0,10.0,1.824,0.0,25.0,0.0,0.0,1.074
1.0,45.0,2.0,4.0,120.202,1.0,40.0,4.0,0.36,15.0,1.05,0.0,9.0,0.0,0.0,0.9
1.0,43.0,2.0,6.0,0.0,1.0,100.0,3.0,0.36,15.0,1.108,0.0,2.0,0.0,0.0,2.42
1.0,80.0,2.0,10.0,950.0,1.0,0.0,4.0,0.36,15.0,2.574,0.0,120.0,1064.0,20.4,4.67
1.0,57.0,2.0,6.0,0.0,3.0,0.0,1.0,0.36,15.0,0.0,11.0,0.1,0.0,0.0,1.322
1.0,80.0,2.0,2.0,72.32,1.0,100.0,4.0,0.36,15.0,0.743,40.0,0.5,0.0,0.0,0.9
2.0,84.0,6.0,2.0,70.0,3.0,30.0,4.0,0.36,15.0,0.636,0.0,1.2,0.0,0.0,0.475
2.0,38.0,2.0,5.0,125.0,3.0,20.0,4.0,0.36,15.0,1.4,13.6,5.0,0.0,0.0,1.404
2.0,41.0,2.0,10.0,350.0,2.0,0.0,4.0,0.36,15.0,1.0,50.0,0.3,0.0,0.0,1.748
1.0,68.0,2.0,11.0,300.0,1.0,50.0,4.0,0.36,15.0,2.0,0.0,7.0,2.5,0.0,1.34
1.0,70.0,5.0,2.0,0.0,3.0,0.0,4.0,0.36,15.0,1.44,0.0,9.255,0.0,0.0,1.111
2.0,71.0,5.0,11.0,135.0,3.0,0.0,4.0,0.36,15.0,1.468,42.0,1.6,0.0,0.0,0.83
1.0,47.0,2.0,12.0,980.0,1.0,25.0,3.0,2.1,15.0,3.333,0.0,6.0,300.0,9.0,2.8
2.0,36.0,1.0,4.0,0.0,3.0,0.0,4.0,0.36,15.0,0.501,0.0,1.0,0.0,0.0,0.684
1.0,49.0,2.0,5.0,230.0,2.0,25.0,4.0,1.2,8.5,1.967,41.4,1.7,160.597,0.0,3.377
1.0,79.0,2.0,6.0,180.304,2.0,0.0,3.0,0.36,15.0,2.004,0.0,196.636,303.289,0.0,4.5
2.0,56.0,2.0,6.0,150.0,1.0,0.0,4.0,0.36,15.0,1.856,20.0,3.0,1.278,0.0,1.2
1.0,57.0,2.0,8.0,200.0,2.0,100.0,4.0,4.5,90.0,4.4,25.5,0.5,0.0,0.0,6.072
1.0,67.0,2.0,3.0,130.0,1.0,0.0,4.0,0.36,15.0,2.27,0.0,8.0,20.0,0.0,1.19
2.0,85.0,6.0,2.0,240.405,3.0,100.0,4.0,0.36,15.0,0.75,0.0,5.0,0.0,0.0,0.697
2.0,59.0,2.0,4.0,180.304,2.0,100.0,4.0,0.36,15.0,0.0,8.0,17.0,0.0,0.0,1.007
2.0,41.0,2.0,10.0,300.0,3.0,15.0,3.0,0.36,15.0,0.0,1.8,1.2,0.0,0.0,1.12
1.0,68.0,2.0,6.0,0.0,1.0,0.0,4.0,0.36,15.0,1.608,0.0,2.5,0.0,0.0,1.0
2.0,44.0,5.0,8.0,0.0,1.0,20.0,4.0,0.0,1.99,0.991,0.0,1.4,0.0,0.0,1.1
1.0,63.0,2.0,2.0,200.0,3.0,50.0,3.0,0.7,20.0,1.458,90.0,0.6,16.0,0.1,2.8
1.0,44.0,1.0,2.0,0.0,3.0,50.0,4.0,0.36,15.0,1.018,0.0,1.0,0.0,0.0,0.8
1.0,83.0,2.0,2.0,1200.0,1.0,100.0,4.0,0.36,15.0,2.4,0.0,30.0,2000.0,0.0,2.0
2.0,55.0,2.0,4.0,60.101,2.0,0.0,4.0,0.36,15.0,0.0,48.081,5.0,0.0,0.0,1.23
2.0,53.0,6.0,4.0,140.0,1.0,0.0,4.0,0.0,20.0,0.75,34.0,0.05,0.0,0.0,1.43
2.0,84.0,6.0,2.0,200.0,2.0,100.0,4.0,0.36,15.0,1.5,0.0,1.5,0.0,0.0,1.3
1.0,44.0,2.0,12.0,430.0,3.0,50.0,3.0,0.36,15.0,3.5,225.0,6.0,0.0,0.0,3.54
2.0,52.0,1.0,6.0,700.0,3.0,60.0,3.0,0.36,15.0,0.0,0.0,40.0,100.0,4.0,2.0
1.0,82.0,2.0,11.0,1000.0,1.0,0.0,4.0,2.0,25.0,2.0,0.0,248.403,0.0,0.0,3.0
1.0,85.0,2.0,5.0,144.463,3.0,100.0,4.0,0.36,15.0,4.332,0.0,50.0,0.0,0.0,1.5
1.0,74.0,2.0,2.0,255.0,3.0,0.0,4.0,0.36,15.0,1.1,0.0,2.0,24.04,0.0,1.5
1.0,57.0,1.0,2.0,120.0,1.0,50.0,4.0,0.0,11.2,1.75,11.5,10.0,0.0,0.0,0.815
2.0,77.0,2.0,2.0,0.0,1.0,100.0,4.0,0.36,15.0,0.367,0.0,0.0,0.0,0.0,0.6
1.0,81.0,6.0,1.0,0.0,3.0,50.0,4.0,0.36,15.0,0.6,0.0,0.659,0.0,0.0,0.523
1.0,71.0,2.0,11.0,400.0,1.0,0.0,4.0,0.36,15.0,3.0,0.0,80.0,660.597,5.0,1.2
2.0,81.0,6.0,4.0,500.0,2.0,0.0,4.0,0.36,15.0,1.385,0.0,50.0,0.0,0.0,2.0
1.0,79.0,2.0,2.0,90.0,1.0,100.0,4.0,0.36,15.0,1.2,0.0,24.0,0.0,0.0,0.813
2.0,37.0,2.0,8.0,300.0,1.0,100.0,4.0,0.36,15.0,2.0,5.8,0.15,0.0,0.0,3.08
2.0,55.0,2.0,8.0,400.0,2.0,50.0,4.0,0.36,15.0,0.0,10.3,5.619,4.361,0.098,1.753
1.0,67.0,3.0,6.0,240.0,1.0,100.0,4.0,0.36,15.0,1.4,20.0,29.119,0.0,0.0,3.35
2.0,71.0,2.0,2.0,127.099,2.0,50.0,4.0,0.36,15.0,0.0,0.0,0.1,0.0,0.0,0.52
1.0,71.0,3.0,11.0,90.0,1.0,50.0,4.0,0.36,15.0,2.6,0.0,60.0,0.014,0.0,1.6
2.0,74.0,6.0,2.0,91.644,3.0,10.0,4.0,0.36,15.0,0.666,0.0,0.6,0.0,0.0,0.5
1.0,73.0,6.0,11.0,250.0,1.0,100.0,4.0,0.36,15.0,3.772,0.0,150.0,500.0,0.0,2.3
1.0,81.0,2.0,11.0,132.998,2.0,0.0,4.0,0.36,15.0,3.7,4.0,0.8,0.0,0.0,1.585
1.0,72.0,2.0,2.0,300.0,3.0,100.0,3.0,0.36,15.0,1.8,0.0,2.11,160.597,0.0,1.242
2.0,36.0,1.0,11.0,54.0,1.0,0.0,3.0,0.36,15.0,1.076,35.0,18.0,0.0,0.0,1.136
1.0,48.0,2.0,6.0,70.0,1.0,100.0,4.0,0.7,7.0,0.0,21.52,9.0,0.0,0.0,1.885
2.0,28.0,3.0,4.0,0.0,3.0,100.0,4.0,0.36,15.0,0.0,0.0,0.359,0.0,0.0,1.44
2.0,54.0,1.0,8.0,100.0,3.0,5.0,3.0,0.36,15.0,2.14,36.24,3.18,0.0,0.0,1.64
1.0,63.0,2.0,11.0,600.0,2.0,100.0,3.0,8.0,36.5,0.0,18.0,13.0,250.0,8.833,4.2
1.0,76.0,2.0,2.0,100.0,1.0,0.0,4.0,0.36,15.0,1.8,0.0,80.0,300.0,0.0,1.3
1.0,63.0,2.0,11.0,240.0,1.0,100.0,3.0,3.0,18.0,2.43,0.0,80.0,984.535,67.5,3.0
2.0,69.0,1.0,8.0,96.162,1.0,50.0,4.0,0.36,15.0,0.735,0.0,3.0,0.0,0.0,0.9
1.0,52.0,2.0,10.0,90.0,1.0,70.0,4.0,0.5,1.3,2.833,7.2,3.0,9.0,0.26,2.57
1.0,57.0,2.0,11.0,600.0,1.0,50.0,3.0,0.5,10.0,4.583,50.452,6.0,160.597,0.0,3.421
1.0,52.0,2.0,11.0,120.0,1.0,0.0,4.0,0.36,15.0,2.0,0.0,5.0,3.079,0.06,0.995
1.0,55.0,1.0,11.0,110.0,3.0,30.0,4.0,0.36,15.0,2.5,12.0,3.0,0.0,0.0,2.159
1.0,60.0,2.0,4.0,180.304,1.0,90.0,4.0,0.36,15.0,1.8,0.0,3.0,0.0,0.0,2.6
1.0,45.0,2.0,10.0,350.0,3.0,50.0,4.0,0.6,10.0,2.9,110.0,1.5,2.2,0.0,2.702
1.0,74.0,5.0,10.0,363.293,3.0,80.0,3.0,0.36,15.0,2.573,0.0,5.5,20.0,0.5,0.8
1.0,81.0,4.0,10.0,240.405,1.0,100.0,3.0,0.36,15.0,2.4,0.0,40.0,1320.0,2.0,2.2
1.0,60.0,5.0,11.0,510.0,2.0,0.0,4.0,0.36,15.0,2.0,205.0,2.0,0.0,0.0,7.25
1.0,51.0,2.0,8.0,210.354,3.0,30.0,4.0,0.36,15.0,1.283,18.0,0.9,0.0,0.0,1.27
1.0,56.0,1.0,2.0,32.956,3.0,0.0,4.0,0.36,15.0,0.429,0.0,0.003,0.0,0.0,0.4
1.0,65.0,6.0,5.0,150.0,1.0,0.0,4.0,0.36,15.0,1.62,0.7,260.0,0.0,0.0,1.311
2.0,62.0,2.0,10.0,240.0,1.0,50.0,4.0,0.36,15.0,1.84,0.0,40.0,70.005,0.0,1.37
2.0,56.0,2.0,2.0,180.0,3.0,0.0,4.0,0.36,15.0,0.4,20.364,0.02,0.0,0.0,0.595
2.0,55.0,5.0,6.0,0.0,1.0,0.0,4.0,0.36,15.0,0.0,3.736,1.0,0.0,0.0,0.653
1.0,71.0,2.0,11.0,600.0,1.0,70.0,4.0,0.36,15.0,2.5,0.0,100.0,780.0,4.0,3.0
1.0,32.0,1.0,9.0,0.0,3.0,50.0,4.0,0.36,15.0,1.0,0.0,1.3,0.0,0.0,0.5
2.0,58.0,2.0,10.0,150.0,1.0,30.0,3.0,2.0,7.375,2.25,0.0,30.0,110.0,2.0,1.975
2.0,57.0,1.0,7.0,25.1,3.0,100.0,4.0,0.72,8.006,1.245,0.0,20.0,0.0,0.0,1.0
1.0,42.0,2.0,10.0,240.0,1.0,80.0,4.0,0.36,15.0,2.902,62.5,10.0,0.0,0.0,1.487
2.0,46.0,1.0,4.0,0.0,3.0,0.0,4.0,0.36,15.0,0.0,0.0,0.0,0.0,0.0,0.54
1.0,49.0,2.0,11.0,1000.0,3.0,10.0,3.0,0.0,38.0,3.0,7.5,70.0,1240.0,42.0,5.26
1.0,54.0,2.0,11.0,700.0,1.0,25.0,4.0,0.36,15.0,5.7,355.0,26.0,370.0,0.0,7.624
2.0,60.0,4.0,8.0,800.0,3.0,0.0,4.0,0.36,15.0,0.0,0.0,10.0,5.0,0.0,1.665
2.0,82.0,6.0,2.0,95.5,3.0,50.0,4.0,0.36,15.0,0.955,0.0,3.0,0.0,0.0,0.34
2.0,64.0,2.0,4.0,270.0,3.0,50.0,4.0,0.36,15.0,0.0,0.0,10.0,0.0,0.0,2.4
1.0,23.0,1.0,11.0,390.0,1.0,100.0,3.0,3.0285,34.6625,0.0,0.0,50.0,0.0,0.0,3.38
1.0,58.0,2.0,8.0,113.579,1.0,25.0,4.0,0.036,12.911,5.108,0.0,16.218,0.0,0.0,2.5
2.0,66.0,1.0,2.0,90.0,3.0,100.0,4.0,0.0,12.0,0.78,0.0,12.0,0.0,0.0,1.5
2.0,61.0,1.0,10.0,75.0,1.0,100.0,4.0,0.0,5.01,1.0,0.0,4.0,0.0,0.0,0.81
2.0,81.0,6.0,1.0,66.111,2.0,90.0,4.0,0.36,15.0,0.629,0.0,0.5,0.0,0.0,0.55
1.0,81.0,2.0,4.0,35.0,1.0,100.0,4.0,0.36,15.0,2.102,0.0,2.5,0.0,0.0,0.8
1.0,60.0,6.0,11.0,200.0,3.0,100.0,3.0,0.45,30.0,2.7,0.0,10.0,360.597,0.5,2.0
1.0,54.0,2.0,2.0,208.0,3.0,0.0,4.0,0.0,7.5,0.0,70.0,2.0,0.0,0.0,1.16
1.0,61.0,2.0,13.0,1000.0,2.0,0.0,4.0,0.0,15.0,0.0,2.8,150.0,600.0,5.0,5.2
2.0,49.0,2.0,7.0,289.99,1.0,40.0,4.0,0.36,15.0,0.39,11.636,2.5,0.0,0.0,1.76
1.0,62.0,2.0,6.0,200.0,3.0,100.0,4.0,0.0,60.0,3.0,9.0,90.0,8.0,0.2,1.61
1.0,49.0,3.0,4.0,150.253,3.0,50.0,3.0,0.39,2.0,1.833,0.0,20.0,0.0,0.0,1.4
2.0,56.0,2.0,12.0,500.0,3.0,40.0,3.0,1.0,27.5,5.0,0.0,15.0,160.0,0.286,3.5
1.0,50.0,5.0,11.0,500.0,3.0,50.0,3.0,0.0,35.0,1.3,0.0,30.0,5800.0,130.0,6.0
1.0,57.0,2.0,12.0,200.0,3.0,0.0,4.0,0.36,15.0,1.6,4.0,3.5,0.0,0.0,1.867
2.0,66.0,1.0,8.0,180.304,3.0,0.0,4.0,0.36,15.0,0.571,0.0,2.0,0.0,0.0,0.648
2.0,29.0,1.0,4.0,0.0,2.0,0.0,3.0,0.36,15.0,1.1,0.989,0.0,0.0,0.0,0.79
1.0,45.0,2.0,11.0,280.0,2.0,50.0,3.0,0.36,15.0,6.0,50.0,3.0,0.1,0.004,2.8
1.0,62.0,2.0,8.0,2000.0,1.0,0.0,3.0,4.0,40.0,3.0,550.0,18.0,180.597,0.6,5.0
2.0,69.0,6.0,2.0,90.0,1.0,0.0,4.0,0.36,15.0,1.9,0.0,0.228,0.0,0.0,0.5
1.0,45.0,2.0,6.0,0.0,1.0,0.0,4.0,0.36,15.0,1.2,8.592,1.0,0.0,0.0,1.422
2.0,85.0,2.0,2.0,200.0,3.0,0.0,4.0,0.36,15.0,0.32,0.0,185.445,32.32,9.0,0.6
1.0,53.0,5.0,8.0,450.0,1.0,100.0,3.0,0.65,51.904,3.125,5.0,50.0,0.7,0.0,1.465
2.0,68.0,5.0,1.0,0.0,3.0,100.0,4.0,0.36,15.0,0.47,3.364,0.0,0.0,0.0,0.891
2.0,56.0,2.0,8.0,130.0,3.0,25.0,4.0,0.5,2.5,1.388,2.8,1.2,0.0,0.0,2.58
1.0,63.0,1.0,6.0,200.0,1.0,100.0,4.0,0.75,70.0,2.6,0.0,50.0,37.5,0.0,0.85
1.0,85.0,2.0,6.0,0.0,3.0,100.0,4.0,0.36,15.0,2.5,0.0,100.0,1000.0,0.0,5.0
2.0,51.0,2.0,10.0,240.405,3.0,50.0,3.0,1.0,16.0,0.0,0.3,10.0,35.0,0.0,1.03
1.0,75.0,2.0,10.0,400.0,1.0,80.0,4.0,0.0,100.0,2.687,0.0,60.0,630.0,2.0,1.4
1.0,69.0,2.0,11.0,600.0,3.0,35.0,3.0,0.36,15.0,2.4,0.0,115.0,120.0,2.8,1.435
1.0,64.0,2.0,4.0,200.0,1.0,100.0,4.0,0.0,21.0,1.6,0.0,1.4,0.0,0.0,1.3
1.0,71.0,2.0,10.0,900.0,3.0,50.0,3.0,0.0,30.0,1.0,0.0,80.0,822.0,0.5,1.6
2.0,32.0,2.0,8.0,250.0,1.0,100.0,4.0,0.36,15.0,1.33,0.0,12.0,0.0,0.0,0.9
1.0,48.0,2.0,4.0,90.0,3.0,0.0,4.0,0.36,15.0,1.3,127.0,4.0,0.0,0.0,1.4
1.0,77.0,2.0,2.0,90.152,3.0,100.0,4.0,0.36,15.0,2.3,0.0,12.0,0.0,0.0,0.771
1.0,76.0,2.0,6.0,813.507,1.0,100.0,4.0,0.36,15.0,0.5,4.5,20.0,0.0,0.0,3.0
1.0,65.0,2.0,6.0,2000.0,1.0,0.0,4.0,0.0,60.0,0.8,1.3,50.0,0.0,0.0,1.51
1.0,54.0,2.0,11.0,0.0,2.0,100.0,2.0,0.0,5.0,0.0,0.0,100.0,2163.697,0.0,3.7
1.0,49.0,2.0,11.0,100.0,1.0,50.0,4.0,0.36,15.0,0.584,6.5,3.5,0.0,0.0,1.05
1.0,59.0,2.0,8.0,1000.0,1.0,0.0,4.0,0.0,52.0,2.5,0.0,19.0,223.0,0.75,2.0
1.0,57.0,6.0,6.0,0.0,3.0,0.0,4.0,0.36,15.0,0.0,9.099,0.2,0.0,0.0,1.682
1.0,73.0,2.0,6.0,540.911,3.0,0.0,4.0,0.36,15.0,0.84,0.0,170.0,592.468,8.2,1.4
1.0,47.0,2.0,4.0,180.0,1.0,100.0,4.0,0.0,5.0,2.1,19.0,20.0,0.0,0.0,1.38
2.0,59.0,1.0,2.0,0.0,3.0,0.0,4.0,0.36,15.0,0.65,0.0,1.681,0.0,0.0,0.7
1.0,65.0,5.0,4.0,0.0,1.0,100.0,4.0,0.36,15.0,0.0,0.0,0.4,0.0,0.0,1.25
2.0,70.0,6.0,4.0,240.405,3.0,0.0,3.0,0.36,15.0,0.966,0.0,12.0,54.867,4.124,0.647
1.0,48.0,2.0,6.0,0.0,1.0,100.0,4.0,0.36,15.0,0.0,4.167,0.01,0.0,0.0,1.204
1.0,51.0,2.0,4.0,0.0,1.0,30.0,4.0,0.36,15.0,1.15,0.0,0.2,0.0,0.0,1.06
1.0,70.0,2.0,11.0,200.0,1.0,100.0,4.0,0.36,15.0,2.5,0.15,0.5,9.0,0.12,2.55
1.0,66.0,2.0,4.0,92.798,3.0,100.0,4.0,0.36,15.0,0.9,0.0,21.6,0.0,0.0,1.801
2.0,58.0,2.0,2.0,40.0,2.0,50.0,4.0,0.0,10.0,0.0,32.379,5.0,0.0,0.0,1.963
2.0,73.0,6.0,2.0,140.0,3.0,100.0,4.0,0.36,15.0,0.9,18.33,0.1,0.0,0.0,1.278
2.0,57.0,3.0,11.0,1200.0,3.0,100.0,4.0,2.0,15.0,2.3,0.0,20.0,24.0,0.0,2.1
2.0,74.0,2.0,6.0,61.147,1.0,100.0,4.0,0.36,15.0,0.18,0.0,49.822,13.332,0.102,1.5
2.0,85.0,2.0,6.0,0.0,3.0,100.0,4.0,0.36,15.0,0.0,0.0,8.0,0.075,0.0,0.89
1.0,39.0,2.0,8.0,0.0,2.0,100.0,4.0,0.36,15.0,1.519,0.0,0.0,0.0,0.0,1.8
1.0,45.0,1.0,10.0,0.0,2.0,100.0,4.0,0.36,20.87,2.0,0.0,1.0,0.0,0.0,0.9
2.0,52.0,2.0,12.0,300.0,3.0,50.0,4.0,0.0,83.0,4.1,67.1,4.5,5.0,0.0,4.98
1.0,79.0,1.0,11.0,400.0,3.0,0.0,3.0,0.36,15.0,1.35,0.0,600.0,300.0,10.0,2.0
2.0,56.0,2.0,4.0,120.202,1.0,50.0,4.0,0.36,15.0,0.73,0.0,12.0,0.0,0.0,0.763
2.0,49.0,2.0,4.0,72.121,3.0,0.0,4.0,0.36,15.0,0.0,0.3,4.0,0.0,0.0,0.941
2.0,69.0,2.0,11.0,250.0,1.0,50.0,4.0,0.36,15.0,0.587,19.0,9.0,162.397,0.015,1.238
2.0,35.0,2.0,6.0,0.0,3.0,100.0,4.0,0.36,15.0,0.55,4.966,0.4,0.0,0.0,1.28
1.0,43.0,1.0,12.0,110.0,3.0,30.0,4.0,0.36,15.0,1.313,109.0,0.755,0.0,0.0,0.998
2.0,40.0,4.0,12.0,0.0,3.0,50.0,4.0,0.36,15.0,1.517,0.0,18.0,0.0,0.0,0.6
2.0,61.0,1.0,2.0,0.0,3.0,0.0,4.0,0.36,15.0,0.835,0.0,1.0,0.0,0.0,0.775
1.0,60.0,3.0,6.0,0.0,2.0,100.0,4.0,0.0,10.409,1.2,1.5,2.706,0.0,0.0,1.695
1.0,78.0,2.0,2.0,300.0,3.0,0.0,4.0,0.36,15.0,2.6,0.0,100.0,0.0,0.0,1.5
2.0,75.0,1.0,8.0,50.0,3.0,100.0,4.0,0.36,15.0,1.558,0.0,4.76,0.0,0.0,0.9
1.0,30.0,2.0,13.0,130.0,1.0,60.0,4.0,0.36,15.0,0.0,101.0,19.0,0.0,0.0,1.33
1.0,75.0,2.0,10.0,400.0,3.0,50.0,3.0,0.36,15.0,2.2,0.0,15.0,50.0,0.0,2.0
2.0,75.0,6.0,2.0,150.0,1.0,20.0,4.0,0.36,15.0,0.85,0.0,5.0,0.0,0.0,0.5
2.0,62.0,6.0,2.0,68.101,1.0,0.0,4.0,0.0,12.0,0.58,8.0,0.58,0.0,0.0,0.53
2.0,77.0,6.0,2.0,90.152,3.0,20.0,4.0,0.36,15.0,0.429,0.0,22.103,0.0,0.0,0.418
2.0,85.0,6.0,2.0,130.0,1.0,50.0,4.0,0.36,15.0,0.87,0.0,10.0,0.0,0.0,0.6
2.0,72.0,6.0,6.0,0.0,1.0,0.0,4.0,0.36,15.0,1.425,2.9,1.8,0.0,0.0,0.793
2.0,35.0,5.0,2.0,0.0,3.0,0.0,4.0,0.36,15.0,0.12,1.775,0.0,0.0,0.0,0.54
2.0,41.0,2.0,6.0,80.0,3.0,0.0,4.0,0.36,15.0,1.5,53.5,1.0,0.0,0.0,0.985
1.0,74.0,2.0,2.0,120.202,1.0,70.0,4.0,0.36,15.0,1.073,0.0,2.0,0.0,0.0,1.5
1.0,83.0,2.0,13.0,500.0,3.0,40.0,4.0,0.36,15.0,2.6,0.0,45.0,250.0,39.0,1.5
1.0,85.0,6.0,6.0,20.0,1.0,100.0,4.0,0.36,15.0,2.012,0.0,1.4,0.0,0.0,1.2
1.0,54.0,2.0,11.0,1200.0,1.0,0.0,3.0,3.0,15.0,0.0,0.0,55.0,200.0,7.5,3.0
1.0,84.0,1.0,2.0,180.304,3.0,0.0,3.0,0.36,15.0,2.383,0.0,82.0,24.04,2.404,1.46
1.0,56.0,2.0,13.0,900.0,1.0,30.0,4.0,1.5,36.9,4.8,0.0,380.0,0.0,0.0,6.6
2.0,64.0,2.0,4.0,120.202,3.0,0.0,4.0,0.36,15.0,0.0,0.0,2.0,0.0,0.0,1.5
1.0,67.0,2.0,2.0,700.0,3.0,50.0,3.0,0.0,100.0,2.031,0.0,20.0,1875.421,24.3,2.5
1.0,65.0,2.0,4.0,90.152,1.0,50.0,4.0,0.36,15.0,2.905,0.0,17.0,0.0,0.0,1.1
2.0,43.0,2.0,10.0,130.0,1.0,0.0,4.0,0.36,15.0,0.95,53.0,12.0,0.0,0.0,1.539
1.0,57.0,2.0,4.0,150.0,1.0,100.0,4.0,0.36,15.0,1.215,0.0,1.1,0.0,0.0,0.8
1.0,50.0,6.0,2.0,54.0,3.0,0.0,4.0,0.36,11.0,2.0,32.0,1.1,0.1,0.0,1.9
1.0,63.0,2.0,2.0,120.0,3.0,50.0,4.0,1.0,20.0,0.0,0.0,28.0,0.0,0.0,1.4
1.0,60.0,2.0,11.0,0.0,3.0,100.0,3.0,8.0,110.0,2.5,0.0,50.0,600.0,4.0,1.9
2.0,85.0,6.0,2.0,129.352,3.0,50.0,4.0,0.36,15.0,0.697,0.0,18.441,0.0,0.0,0.55
1.0,51.0,5.0,4.0,164.641,3.0,100.0,4.0,0.36,15.0,0.0,0.0,0.703,0.0,0.0,0.9
1.0,55.0,2.0,4.0,0.0,1.0,100.0,4.0,0.36,15.0,0.0,0.0,0.5,0.0,0.0,1.05
1.0,42.0,2.0,5.0,91.134,3.0,25.0,4.0,0.0,0.5,2.722,42.0,3.5,3.8,0.06,2.02
1.0,55.0,1.0,11.0,0.0,1.0,50.0,4.0,0.6,19.0,1.9,0.0,4.0,160.597,0.0,1.8
1.0,68.0,2.0,11.0,600.0,3.0,0.0,4.0,2.16,80.0,0.6,0.0,30.0,3.0,2.0,1.2
1.0,62.0,2.0,8.0,206.615,3.0,100.0,4.0,1.5,40.0,2.0,0.0,10.16,0.0,0.0,1.7
