gender,age,married,education,value_main_house,future_expenses,%_spend_future_win,risk,tot_amm_year_retirement_plans,tot_value_retirement_plans,tot_income_month,tot_loans_rest,tot_amm_acc,port_inv_val,ann_inv_income,monthly_expenses
1.0,47.0,5.0,4.0,0.0,3.0,0.0,3.0,0.36,15.0,1.1,3.5,0.4,0.0,0.0,1.81
1.0,77.0,2.0,2.0,100.0,3.0,15.0,4.0,0.36,15.0,0.804,0.0,2.0,0.0,0.0,0.8
1.0,80.0,6.0,2.0,120.202,3.0,100.0,4.0,0.36,15.0,0.635,0.0,0.001,0.0,0.0,0.8
1.0,59.0,2.0,4.0,50.0,2.0,0.0,4.0,0.36,15.0,1.499,49.0,0.1,0.0,0.0,1.557
1.0,79.0,2.0,10.0,240.405,3.0,50.0,4.0,0.36,15.0,1.95,0.0,120.202,30.051,1.0,1.0
1.0,72.0,4.0,11.0,488.486,3.0,0.0,4.0,0.36,15.0,2.0,0.0,200.0,360.597,0.0,1.713
1.0,29.0,1.0,8.0,200.0,1.0,0.0,3.0,0.498,18.0,0.0,0.0,75.0,310.001,6.936,1.2
1.0,56.0,5.0,4.0,150.0,1.0,0.0,4.0,0.36,15.0,1.1,54.951,2.0,0.0,0.0,1.672
1.0,62.0,2.0,11.0,100.0,3.0,80.0,3.0,0.6,22.5,3.3,10.6,73.426,264.9,1.0,1.224
1.0,65.0,2.0,7.0,95.0,1.0,0.0,4.0,0.36,15.0,0.605,54.0,0.2,0.0,0.0,0.735
1.0,38.0,1.0,5.0,0.0,3.0,50.0,4.0,0.36,15.0,1.2,0.0,2.3,160.597,0.0,0.935
2.0,38.0,5.0,4.0,120.0,1.0,10.0,3.0,0.0,1.689,0.0,145.0,2.7,0.0,0.0,2.471
1.0,72.0,2.0,10.0,300.0,1.0,0.0,4.0,1.5,35.0,2.0,0.0,30.0,250.0,0.0,2.5
2.0,61.0,3.0,10.0,120.202,1.0,0.0,4.0,0.0,17.0,0.0,0.0,10.0,160.597,0.0,0.865
1.0,84.0,2.0,2.0,70.0,1.0,100.0,4.0,0.36,15.0,1.456,0.0,4.0,0.0,0.0,0.8
1.0,51.0,5.0,6.0,500.0,3.0,0.0,4.0,0.36,15.0,4.0,42.8,5.0,397.8,3.0,10.9
2.0,70.0,2.0,1.0,72.121,2.0,100.0,4.0,0.36,15.0,0.0,0.0,0.4,0.0,0.0,0.8
2.0,85.0,6.0,2.0,95.712,3.0,50.0,4.0,0.36,15.0,0.767,0.0,21.249,0.0,0.0,0.466
1.0,57.0,2.0,8.0,150.0,1.0,0.0,4.0,0.36,15.0,0.0,0.0,100.0,285.925,15.0,2.0
1.0,47.0,2.0,2.0,0.0,1.0,70.0,4.0,0.36,15.0,0.0,0.0,3.0,0.0,0.0,0.826
1.0,68.0,2.0,11.0,280.0,2.0,60.0,3.0,0.36,15.0,1.379,0.0,12.0,705.747,2.0,1.6
2.0,57.0,2.0,4.0,40.0,3.0,0.0,4.0,0.36,15.0,0.0,9.0,0.7,0.0,0.0,1.237
1.0,54.0,2.0,6.0,80.0,3.0,0.0,4.0,0.36,15.0,0.0,0.0,0.07,0.0,0.0,0.43
1.0,73.0,6.0,10.0,500.0,3.0,100.0,1.0,0.36,15.0,3.296,0.0,12.0,770.0,1.0,1.23
1.0,77.0,2.0,2.0,480.81,1.0,0.0,4.0,0.36,15.0,1.725,21.325,8.903,0.0,0.0,1.512
1.0,32.0,1.0,8.0,0.0,1.0,45.0,3.0,0.36,15.0,1.6,0.0,13.0,160.597,0.0,0.65
2.0,85.0,6.0,2.0,152.807,1.0,100.0,4.0,0.36,15.0,0.605,0.0,10.0,0.0,0.0,1.5
1.0,32.0,1.0,4.0,100.0,1.0,0.0,4.0,0.36,15.0,0.0,40.0,1.0,0.0,0.0,1.066
1.0,37.0,1.0,4.0,0.0,3.0,100.0,4.0,0.36,15.0,0.0,0.0,0.023,0.0,0.0,0.765
2.0,56.0,2.0,4.0,200.0,1.0,0.0,4.0,0.36,15.0,0.0,16.0,75.0,18.1,0.15,1.25
1.0,34.0,2.0,6.0,0.0,3.0,50.0,3.0,0.36,15.0,2.75,0.0,3.0,0.0,0.0,2.0
2.0,85.0,6.0,10.0,500.0,1.0,100.0,4.0,0.36,15.0,2.688,0.0,28.632,45.0,3.0,1.399
1.0,46.0,2.0,10.0,210.0,1.0,25.0,4.0,3.6,5.0,2.5,50.0,5.26,0.0,0.0,3.15
1.0,73.0,2.0,3.0,450.0,3.0,100.0,4.0,0.36,15.0,2.17,0.0,20.0,0.0,0.0,1.9
1.0,60.0,2.0,6.0,35.268,2.0,100.0,4.0,0.36,15.0,0.0,0.0,4.433,6.0,0.047,1.0
2.0,46.0,2.0,10.0,50.0,3.0,100.0,4.0,0.36,15.0,0.0,7.0,1.0,0.6,0.04,1.23
1.0,53.0,1.0,2.0,75.0,3.0,0.0,4.0,0.36,15.0,0.0,0.0,3.005,0.0,0.0,1.22
2.0,25.0,1.0,12.0,0.0,3.0,70.0,3.0,0.36,15.0,1.057,3.0,1.546,0.0,0.0,1.09
1.0,44.0,2.0,8.0,210.0,1.0,0.0,3.0,0.36,15.0,2.8,111.039,6.0,0.0,0.0,2.045
1.0,47.0,2.0,6.0,0.0,3.0,0.0,4.0,0.36,15.0,0.0,20.233,0.0,0.0,0.0,0.55
1.0,49.0,2.0,11.0,0.0,3.0,50.0,4.0,0.36,15.0,3.0,0.0,10.0,0.0,0.0,1.5
2.0,58.0,5.0,6.0,120.0,3.0,100.0,4.0,1.733,31.085,2.1,0.0,6.915,0.0,0.0,1.5
2.0,85.0,6.0,2.0,0.0,1.0,100.0,4.0,0.36,15.0,1.116,0.0,21.866,3.189,0.095,0.488
1.0,58.0,2.0,2.0,78.132,2.0,20.0,4.0,0.36,15.0,0.45,0.0,1.6,0.0,0.0,1.3
1.0,76.0,2.0,10.0,250.0,1.0,100.0,4.0,0.36,15.0,2.4,0.0,29.0,400.0,8.0,1.6
1.0,71.0,2.0,11.0,600.0,3.0,50.0,4.0,0.0,50.0,2.8,0.0,25.0,0.0,0.0,2.9
1.0,56.0,1.0,2.0,0.0,1.0,100.0,4.0,0.36,15.0,0.0,5.0,0.5,0.0,0.0,0.8
2.0,53.0,1.0,6.0,50.0,1.0,50.0,4.0,0.36,15.0,0.0,65.0,5.0,0.0,0.0,0.8
1.0,44.0,2.0,4.0,200.0,3.0,0.0,4.0,0.36,15.0,1.478,0.0,0.304,0.0,0.0,1.5
2.0,38.0,5.0,4.0,400.0,3.0,55.0,1.0,0.36,15.0,2.0,0.0,0.6,0.0,0.0,1.4
2.0,55.0,2.0,8.0,322.353,3.0,45.0,4.0,0.36,15.0,0.5,0.0,0.769,0.0,0.0,1.077
1.0,72.0,2.0,10.0,1000.0,1.0,10.0,3.0,0.36,15.0,1.45,0.0,40.0,660.0,13.0,2.1
2.0,79.0,6.0,2.0,0.0,1.0,0.0,4.0,0.36,15.0,0.878,3.0,0.23,0.0,0.0,0.925
2.0,85.0,2.0,2.0,0.0,3.0,0.0,4.0,0.36,15.0,0.0,0.0,49.283,0.0,0.0,0.58
2.0,51.0,1.0,11.0,250.0,3.0,50.0,3.0,0.36,15.0,2.3,0.0,5.0,26.0,0.15,1.0
2.0,50.0,2.0,4.0,150.0,1.0,0.0,4.0,0.36,15.0,0.6,1.0,0.6,0.0,0.0,1.17
2.0,45.0,2.0,10.0,100.0,2.0,0.0,4.0,0.462,10.826,2.5,110.164,15.0,0.8,0.032,1.53
1.0,57.0,2.0,10.0,400.0,2.0,0.0,3.0,0.0,90.0,5.8,0.0,12.364,473.43,10.445,3.0
2.0,69.0,2.0,4.0,200.0,3.0,0.0,4.0,0.36,15.0,0.0,30.484,0.6,0.0,0.0,1.562
1.0,41.0,1.0,4.0,137.781,3.0,25.0,4.0,0.36,15.0,0.0,49.168,0.1,0.0,0.0,1.17
1.0,59.0,2.0,4.0,280.0,1.0,100.0,4.0,0.3,19.8,0.0,175.0,8.0,157.0,1.0,2.154
2.0,52.0,6.0,4.0,250.0,1.0,70.0,4.0,0.36,15.0,0.5,0.0,0.7,0.0,0.0,0.3
1.0,59.0,4.0,2.0,0.0,1.0,15.0,4.0,0.36,15.0,0.0,0.0,2.5,0.0,0.0,0.869
1.0,56.0,2.0,8.0,240.0,1.0,50.0,3.0,0.36,15.0,2.65,6.0,4.0,20.0,1.2,1.89
2.0,44.0,2.0,4.0,160.0,2.0,0.0,4.0,0.36,15.0,0.0,80.0,0.3,0.0,0.0,1.719
2.0,58.0,2.0,4.0,80.0,2.0,100.0,4.0,0.36,15.0,0.0,20.0,1.0,0.0,0.0,1.365
2.0,51.0,2.0,1.0,0.0,3.0,100.0,4.0,0.36,15.0,0.0,0.0,0.0,0.0,0.0,1.111
2.0,29.0,1.0,5.0,0.0,3.0,25.0,4.0,0.36,15.0,1.356,0.0,6.0,0.0,0.0,0.82
1.0,55.0,2.0,4.0,0.0,3.0,0.0,4.0,0.36,15.0,0.0,0.0,0.1,0.0,0.0,1.107
2.0,65.0,6.0,2.0,48.081,3.0,30.0,4.0,0.36,15.0,0.5,0.0,0.5,0.0,0.0,0.623
1.0,56.0,5.0,4.0,0.0,1.0,100.0,4.0,0.36,15.0,0.388,0.0,1.2,0.0,0.0,0.95
1.0,52.0,3.0,11.0,90.0,3.0,50.0,4.0,0.36,15.0,2.5,0.0,6.0,0.0,0.0,1.0
2.0,67.0,1.0,10.0,400.0,1.0,0.0,4.0,0.36,15.0,1.9,12.0,0.0,0.0,0.0,0.758
1.0,51.0,2.0,8.0,200.0,1.0,10.0,4.0,0.36,15.0,4.521,93.0,0.4,0.0,0.0,2.15
1.0,68.0,2.0,2.0,30.0,3.0,0.0,4.0,0.36,15.0,1.011,0.0,80.0,16.0,0.714,0.8
1.0,57.0,2.0,11.0,180.0,3.0,80.0,4.0,0.36,15.0,4.202,0.08,70.0,161.097,0.025,2.08
2.0,25.0,1.0,2.0,0.0,1.0,5.0,3.0,0.36,15.0,0.0,0.0,0.13,0.0,0.0,1.05
1.0,66.0,5.0,6.0,188.48,3.0,50.0,4.0,0.36,15.0,1.01,0.0,62.009,2.953,0.044,0.8
1.0,72.0,2.0,6.0,250.0,3.0,0.0,4.0,0.36,15.0,1.64,0.0,170.0,2.0,0.02,0.9
1.0,78.0,2.0,2.0,180.304,1.0,20.0,4.0,0.36,15.0,1.3,0.0,100.0,0.0,0.0,1.0
1.0,63.0,2.0,11.0,294.593,2.0,50.0,4.0,0.6666666666666666,7.958,4.0,0.0,60.0,30.0,0.0,1.5
1.0,37.0,2.0,4.0,243.595,1.0,50.0,4.0,0.0,0.25,2.25,160.222,21.63,0.0,0.0,2.11
1.0,73.0,2.0,6.0,100.0,1.0,0.0,4.0,0.36,15.0,0.603,40.0,30.0,0.0,0.0,1.425
1.0,61.0,2.0,11.0,250.0,2.0,50.0,4.0,0.0,45.0,1.342,109.175,2.0,0.0,0.0,2.52
1.0,76.0,2.0,10.0,300.506,3.0,0.0,4.0,0.36,15.0,2.3,0.0,12.02,183.606,2.278,0.87
1.0,85.0,6.0,11.0,300.506,3.0,100.0,3.0,7.0,25.0,1.25,0.0,120.0,204.7,53.0,5.0
1.0,78.0,2.0,10.0,210.354,3.0,0.0,3.0,0.36,15.0,2.079,0.0,55.0,25.0,0.0,1.75
1.0,52.0,4.0,6.0,114.862,2.0,0.0,4.0,0.36,15.0,0.0,0.0,7.0,0.0,0.0,1.615
2.0,57.0,5.0,10.0,175.0,2.0,0.0,4.0,0.0,2.0,2.0,18.0,0.0,0.0,0.0,1.3
1.0,67.0,4.0,11.0,0.0,1.0,0.0,3.0,0.36,15.0,2.216,0.0,50.0,600.0,6.0,2.5
2.0,70.0,5.0,2.0,36.061,1.0,0.0,4.0,0.36,15.0,1.1,0.0,20.0,0.0,0.0,0.7
2.0,68.0,2.0,6.0,700.0,1.0,100.0,4.0,0.36,15.0,0.0,0.0,80.0,0.0,0.0,2.5
1.0,62.0,2.0,6.0,90.152,3.0,10.0,4.0,0.36,15.0,0.0,3.5,1.0,0.0,0.0,0.68
1.0,67.0,2.0,6.0,153.992,1.0,50.0,4.0,0.36,15.0,2.5,0.0,10.0,327.775,0.0,2.0
1.0,68.0,2.0,11.0,1000.0,2.0,40.0,4.0,2.5,15.0,0.0,0.0,2.0,20.0,1.2,2.0
2.0,51.0,2.0,11.0,950.0,3.0,50.0,4.0,0.0,45.0,0.0,0.0,150.0,300.0,3.0,3.0
1.0,80.0,6.0,2.0,160.0,1.0,50.0,4.0,0.36,15.0,1.0,0.0,5.0,0.0,0.0,0.505
1.0,35.0,1.0,11.0,0.0,1.0,100.0,3.0,0.36,15.0,1.5,0.0,0.5,0.0,0.0,1.15
1.0,72.0,2.0,10.0,300.0,1.0,0.0,4.0,0.36,15.0,1.98,84.0,15.0,2.726,0.123,2.324
1.0,58.0,2.0,11.0,601.012,1.0,100.0,4.0,1.2,55.0,0.0,11.424,20.0,300.0,15.0,2.355
2.0,85.0,6.0,4.0,318.431,1.0,100.0,4.0,0.36,15.0,1.45,0.0,25.0,0.0,0.0,1.1
1.0,53.0,2.0,4.0,150.0,3.0,100.0,4.0,0.36,15.0,2.555,100.0,2.0,0.0,0.0,1.7
1.0,63.0,2.0,10.0,140.0,3.0,100.0,4.0,0.36,15.0,2.262,19.18,33.0,0.0,0.0,1.707
2.0,55.0,2.0,2.0,348.122,1.0,0.0,4.0,0.36,15.0,2.192,0.0,6.0,0.0,0.0,0.6
2.0,58.0,2.0,5.0,40.0,3.0,100.0,4.0,0.36,15.0,0.47,60.0,0.0,0.0,0.0,0.845
2.0,65.0,2.0,2.0,147.11,3.0,10.0,4.0,0.36,15.0,0.605,0.0,43.0,160.597,0.0,0.7
1.0,41.0,5.0,4.0,40.0,3.0,0.0,4.0,0.36,15.0,1.6,2.5,0.0,0.0,0.0,0.732
1.0,63.0,2.0,6.0,503.517,3.0,0.0,3.0,0.0,80.0,7.4,0.0,140.0,257.371,15.0,1.5
2.0,85.0,2.0,10.0,310.057,3.0,50.0,4.0,0.36,15.0,2.171,0.0,142.135,3.723,0.081,0.914
1.0,80.0,2.0,4.0,300.0,1.0,30.0,4.0,0.36,15.0,0.785,0.0,10.0,0.6,0.0,2.2
1.0,47.0,1.0,4.0,44.013,3.0,100.0,4.0,0.36,15.0,0.577,79.621,0.0,0.0,0.0,0.7
1.0,72.0,2.0,12.0,900.0,3.0,0.0,3.0,0.0,195.0,2.614,0.0,400.0,150.0,6.0,3.5
1.0,80.0,2.0,11.0,300.0,2.0,100.0,4.0,0.36,15.0,1.85,33.162,50.0,0.0,0.0,2.631
1.0,63.0,2.0,4.0,48.081,3.0,0.0,4.0,0.36,15.0,0.0,0.0,30.0,0.0,0.0,0.85
2.0,75.0,2.0,4.0,300.506,3.0,50.0,4.0,0.36,15.0,1.096,0.0,5.0,0.0,0.0,0.881
1.0,51.0,2.0,3.0,102.032,3.0,50.0,4.0,0.0,0.5,1.48,0.0,1.5,0.0,0.0,1.9
1.0,70.0,2.0,2.0,120.202,1.0,100.0,4.0,0.36,15.0,0.75,1.76,6.0,1.0,0.0,1.287
1.0,51.0,2.0,11.0,240.0,1.0,75.0,4.0,2.94,15.0,3.15,70.0,24.0,0.005,0.001,2.2
1.0,69.0,2.0,6.0,520.0,3.0,100.0,4.0,8.0,16.3,3.0,0.0,400.0,5400.0,0.0,4.6
1.0,57.0,2.0,6.0,80.093,1.0,0.0,4.0,0.36,15.0,0.0,0.0,11.0,0.0,0.0,0.9
2.0,48.0,2.0,4.0,60.0,1.0,0.0,4.0,0.36,15.0,0.0,0.0,14.0,0.0,0.0,2.0
1.0,69.0,2.0,2.0,300.0,1.0,100.0,4.0,0.0,150.0,0.66,0.0,15.0,70.161,0.639,1.17
2.0,53.0,2.0,11.0,240.0,2.0,50.0,4.0,0.36,15.0,0.0,0.0,19.0,0.0,0.0,2.3
1.0,34.0,2.0,4.0,85.0,1.0,100.0,3.0,0.36,15.0,1.36,75.0,0.0,6.6,0.0,1.571
1.0,44.0,2.0,8.0,40.0,1.0,0.0,4.0,0.36,15.0,1.062,55.0,4.0,0.0,0.0,1.1
1.0,65.0,2.0,2.0,90.0,3.0,50.0,3.0,0.36,15.0,0.873,0.0,7.0,0.0,0.0,1.1
1.0,75.0,2.0,9.0,80.0,3.0,40.0,4.0,0.36,15.0,1.8,0.0,50.0,160.597,0.0,1.5
1.0,74.0,2.0,4.0,120.0,3.0,0.0,3.0,0.36,15.0,2.973,0.0,90.0,360.0,3.0,1.7
1.0,74.0,6.0,8.0,170.0,3.0,0.0,4.0,0.36,15.0,1.833,0.0,5.0,0.0,0.0,1.1
1.0,69.0,2.0,8.0,250.0,3.0,0.0,4.0,0.36,15.0,4.0,0.0,74.341,100.0,2.338,2.5
2.0,53.0,5.0,6.0,154.825,2.0,0.0,4.0,0.36,36.0,1.53,71.0,3.3,0.0,0.0,1.712
1.0,48.0,2.0,11.0,258.156,2.0,30.0,3.0,0.36,15.0,3.25,190.5,0.5,0.0,0.0,3.02
1.0,50.0,2.0,4.0,135.0,3.0,30.0,3.0,0.36,15.0,1.7,0.0,30.0,0.0,0.0,1.0
2.0,77.0,6.0,1.0,128.125,3.0,100.0,4.0,0.36,15.0,0.73,0.0,23.0,0.0,0.0,0.58
2.0,78.0,6.0,2.0,60.0,3.0,100.0,4.0,0.36,15.0,0.955,0.0,0.5,0.0,0.0,0.55
2.0,58.0,2.0,10.0,60.101,3.0,50.0,4.0,0.36,15.0,0.0,1.0,27.0,0.0,0.0,1.318
1.0,52.0,2.0,6.0,130.0,1.0,100.0,4.0,0.5,11.5,2.158,149.0,1.0,0.0,0.0,2.239
1.0,62.0,4.0,4.0,42.071,3.0,50.0,4.0,0.36,15.0,0.781,0.0,16.0,0.0,0.0,0.65
1.0,71.0,2.0,2.0,200.0,3.0,60.0,3.0,6.0,90.152,2.748,0.0,50.0,238.0,0.664,3.4
1.0,68.0,1.0,2.0,0.0,1.0,15.0,4.0,0.36,15.0,1.753,1.5,1.2,0.0,0.0,0.619
1.0,67.0,2.0,13.0,600.0,1.0,100.0,4.0,0.36,15.0,4.75,8.0,7.0,200.0,2.5,6.15
1.0,64.0,2.0,8.0,300.0,3.0,50.0,4.0,0.36,15.0,1.8,0.0,50.0,5.38,0.06,1.8
2.0,62.0,2.0,2.0,130.0,3.0,100.0,4.0,1.2,3.746,0.0,0.31,25.0,0.0,0.0,0.631
1.0,52.0,2.0,11.0,400.0,1.0,50.0,3.0,2.0,65.0,4.5,0.0,23.0,0.0,0.0,2.6
1.0,32.0,1.0,11.0,0.0,3.0,60.0,4.0,0.36,15.0,2.0,0.0,88.113,0.002,0.0,1.4
2.0,65.0,2.0,4.0,130.0,2.0,100.0,4.0,0.36,15.0,0.0,62.8,0.3,0.0,0.0,2.213
2.0,36.0,2.0,4.0,70.0,2.0,50.0,4.0,0.36,15.0,0.977,85.0,0.2,0.0,0.0,1.645
1.0,72.0,2.0,2.0,213.658,3.0,50.0,4.0,0.36,15.0,2.55,3.6,4.0,0.0,0.0,2.166
1.0,32.0,2.0,4.0,50.0,1.0,30.0,4.0,0.36,15.0,1.036,92.026,2.0,0.0,0.0,1.396
2.0,30.0,1.0,2.0,0.0,3.0,0.0,4.0,0.36,15.0,1.3,0.7,0.01,0.0,0.0,1.5
1.0,32.0,1.0,4.0,0.0,3.0,100.0,4.0,0.36,15.0,0.8,0.0,0.174,0.0,0.0,0.7
1.0,62.0,2.0,2.0,102.172,2.0,0.0,4.0,0.48,12.0,0.0,50.5,12.0,0.0,0.0,4.65
1.0,80.0,2.0,11.0,613.028,3.0,100.0,3.0,0.36,15.0,3.055,0.0,50.0,33.859,10.0,2.483
1.0,46.0,2.0,12.0,1000.0,1.0,100.0,2.0,8.0,8.0,7.5,0.0,50.0,4140.0,62.0,4.0
1.0,48.0,5.0,8.0,0.0,3.0,15.0,4.0,0.36,15.0,2.4,0.0,48.0,0.0,0.0,2.475
1.0,80.0,6.0,3.0,200.0,1.0,100.0,4.0,0.36,15.0,0.7,0.0,120.0,120.0,2.8,0.6
1.0,68.0,2.0,4.0,90.623,3.0,0.0,4.0,0.36,15.0,1.2,0.0,1.2,0.0,0.0,1.0
1.0,75.0,2.0,5.0,210.354,3.0,80.0,4.0,0.36,15.0,1.56,0.0,0.471,0.0,0.0,0.677
2.0,39.0,2.0,10.0,94.224,3.0,0.0,4.0,0.36,15.0,1.1,55.0,7.0,2.8,0.0,1.454
2.0,70.0,2.0,2.0,48.081,1.0,0.0,4.0,0.36,15.0,0.0,0.0,6.0,0.0,0.0,0.483
1.0,84.0,2.0,2.0,350.0,3.0,0.0,4.0,0.36,15.0,0.564,0.0,80.0,0.0,0.0,3.0
2.0,74.0,6.0,2.0,60.0,2.0,0.0,4.0,0.36,15.0,0.8,0.0,0.2,0.0,0.0,0.69
1.0,76.0,6.0,11.0,180.304,1.0,100.0,3.0,0.36,15.0,2.203,0.0,1.6,0.0,0.0,0.9
1.0,60.0,4.0,2.0,90.0,3.0,40.0,4.0,0.0,0.5,0.0,0.0,28.021,0.0,0.0,0.9
1.0,50.0,3.0,11.0,200.0,3.0,10.0,3.0,0.36,15.0,2.458,17.078,8.0,156.0,0.0,1.4
1.0,50.0,2.0,11.0,120.0,2.0,25.0,4.0,0.0,15.0,1.5,0.0,62.0,0.0,0.0,1.1
1.0,47.0,1.0,3.0,145.0,1.0,100.0,4.0,0.36,15.0,1.25,136.0,3.5,0.0,0.0,1.07
1.0,47.0,3.0,6.0,350.0,3.0,100.0,4.0,0.36,15.0,4.2,140.0,0.5,0.0,0.0,1.96
1.0,85.0,6.0,11.0,2000.0,3.0,0.0,4.0,0.36,15.0,4.0,0.0,1000.0,12694.869,15.846,1.749
1.0,71.0,2.0,2.0,90.0,1.0,100.0,4.0,0.36,15.0,1.34,0.0,15.0,0.0,0.0,1.6
1.0,76.0,2.0,4.0,360.607,1.0,100.0,3.0,0.36,15.0,1.35,0.0,250.0,300.0,5.0,3.801
1.0,77.0,2.0,4.0,173.782,3.0,0.0,4.0,0.36,15.0,2.5,0.0,5.5,0.0,0.0,1.7
1.0,80.0,2.0,4.0,0.0,1.0,0.0,4.0,0.36,15.0,0.66,3.5,0.5,0.0,0.0,1.055
1.0,76.0,2.0,2.0,90.0,3.0,50.0,4.0,0.36,15.0,0.778,0.0,6.0,0.0,0.0,0.8
2.0,73.0,2.0,4.0,153.386,1.0,0.0,3.0,0.0,3.268,0.64,0.0,0.895,6.678,0.065,0.719
2.0,59.0,4.0,2.0,0.0,3.0,0.0,4.0,0.36,15.0,1.517,0.0,1.0,0.0,0.0,1.36
2.0,67.0,2.0,11.0,400.0,3.0,0.0,4.0,0.36,15.0,2.4,100.0,80.0,810.0,30.0,3.7
1.0,77.0,2.0,5.0,150.0,3.0,0.0,4.0,0.36,15.0,2.452,0.0,50.0,0.0,0.0,0.9
2.0,59.0,2.0,2.0,127.575,3.0,100.0,4.0,0.36,15.0,0.0,0.0,5.0,0.0,0.0,1.45
2.0,52.0,1.0,11.0,151.0,3.0,100.0,4.0,0.36,15.0,2.747,95.46,12.0,0.0,0.0,1.337
1.0,54.0,2.0,2.0,500.0,1.0,0.0,3.0,0.36,15.0,1.4,40.0,6.0,0.0,0.0,2.4
1.0,64.0,2.0,4.0,100.0,1.0,100.0,1.0,0.36,15.0,0.0,0.0,18.454,10.0,0.0,1.5
2.0,62.0,6.0,6.0,49.237,1.0,100.0,4.0,0.36,15.0,1.135,0.0,1.0,0.0,0.0,0.575
2.0,79.0,6.0,8.0,622.263,3.0,10.0,4.0,0.36,15.0,1.1,0.0,1.341,0.0,0.0,2.5
2.0,75.0,2.0,6.0,1177.376,3.0,0.0,4.0,0.36,15.0,1.1,135.546,250.0,500.0,15.411,5.688
1.0,60.0,4.0,2.0,150.0,1.0,100.0,4.0,0.36,15.0,0.0,61.76,1.134,0.0,0.0,0.8
2.0,85.0,6.0,4.0,200.0,3.0,20.0,4.0,0.36,15.0,0.57,0.0,0.2,11.0,4.2,0.5
2.0,82.0,6.0,9.0,0.0,1.0,0.0,4.0,0.36,15.0,0.156,0.0,4.0,0.843,0.0,0.6
1.0,74.0,2.0,2.0,200.0,3.0,100.0,4.0,0.36,15.0,1.8,0.0,2.031,0.0,0.0,0.917
1.0,32.0,2.0,11.0,0.0,3.0,50.0,3.0,0.36,15.0,1.315,18.0,6.0,0.0,0.0,2.425
2.0,84.0,6.0,11.0,240.0,3.0,50.0,4.0,0.36,15.0,1.82,0.0,0.7,160.597,0.0,1.759
1.0,55.0,2.0,6.0,120.0,3.0,0.0,4.0,0.0,1.5,0.0,121.0,6.0,0.0,0.0,2.782
1.0,46.0,2.0,8.0,60.0,2.0,35.0,4.0,0.78,15.0,3.2,0.0,22.0,0.0,0.0,1.4
2.0,76.0,2.0,2.0,0.0,3.0,0.0,4.0,0.36,15.0,0.0,0.0,0.437,0.0,0.0,0.5
1.0,56.0,2.0,10.0,180.0,2.0,50.0,3.0,0.0,3.5,0.0,0.0,8.0,250.4,0.008,1.2
1.0,65.0,3.0,10.0,700.0,1.0,100.0,4.0,0.36,15.0,3.732,0.0,1.0,160.597,0.0,2.0
1.0,63.0,2.0,8.0,0.0,3.0,100.0,4.0,0.36,15.0,2.1,0.0,6.0,9.0,0.2,1.52
1.0,81.0,2.0,3.0,120.206,1.0,100.0,4.0,0.36,15.0,0.941,0.0,5.131,0.0,0.0,1.2
2.0,73.0,2.0,2.0,110.426,3.0,100.0,4.0,0.36,15.0,0.0,0.0,2.964,0.0,0.0,0.7
2.0,75.0,6.0,6.0,400.0,3.0,0.0,4.0,0.36,15.0,1.443,0.0,7.186,1.0,0.0,1.15
2.0,47.0,2.0,6.0,219.426,2.0,0.0,4.0,0.0,8.0,2.412,197.0,10.0,0.0,0.0,3.143
2.0,44.0,5.0,8.0,159.392,3.0,0.0,4.0,0.36,15.0,0.518,3.0,0.08,0.0,0.0,0.375
2.0,40.0,5.0,11.0,120.0,1.0,0.0,4.0,0.0,0.18,1.75,58.0,0.5,0.25,0.001,1.283
1.0,67.0,2.0,10.0,0.0,2.0,12.0,4.0,0.36,15.0,0.8,0.0,0.0,0.0,0.0,0.5
1.0,50.0,3.0,2.0,0.0,3.0,100.0,2.0,0.36,15.0,1.555,0.0,4.2,0.0,0.0,1.65
1.0,68.0,2.0,2.0,76.584,2.0,0.0,4.0,0.36,15.0,0.6,12.0,20.0,0.0,0.0,1.301
2.0,34.0,3.0,6.0,0.0,1.0,50.0,4.0,0.36,15.0,0.0,0.0,0.952,0.0,0.0,1.45
1.0,68.0,2.0,7.0,206.144,3.0,30.0,3.0,0.36,15.0,0.755,0.0,20.0,210.597,1.2,1.175
1.0,73.0,2.0,6.0,108.182,3.0,0.0,4.0,0.36,15.0,1.86,0.0,70.0,0.0,0.0,0.6
2.0,55.0,2.0,2.0,500.0,3.0,100.0,4.0,0.46,50.0,0.0,14.099,5.717,0.0,0.0,1.85
1.0,75.0,2.0,10.0,100.0,3.0,60.0,4.0,0.36,15.0,1.82,0.0,15.0,160.597,0.0,2.8
1.0,52.0,2.0,10.0,150.253,1.0,100.0,4.0,5.0,29.0,4.0,0.0,42.0,160.597,0.0,2.015
1.0,59.0,2.0,8.0,80.0,2.0,50.0,4.0,1.2,18.0,3.0,0.0,8.0,0.0,0.0,1.3
1.0,66.0,2.0,2.0,240.0,3.0,50.0,4.0,0.36,15.0,0.38,245.0,3.0,0.0,0.0,3.163
1.0,38.0,2.0,6.0,137.663,1.0,50.0,4.0,0.36,15.0,2.306,52.818,26.0,0.0,0.0,0.874
1.0,43.0,2.0,3.0,125.0,2.0,100.0,4.0,0.0,0.4,1.65,63.0,0.0,0.0,0.0,2.135
