Date,Adj Close
2018-06-27,8504.5
2018-06-28,8461.7099609375
2018-06-29,8609.2998046875
2018-07-02,8529.58984375
2018-07-03,8625.490234375
2018-07-04,8663.5302734375
2018-07-05,8674.0400390625
2018-07-06,8697.419921875
2018-07-09,8759.919921875
2018-07-10,8768.91015625
2018-07-11,8682.9296875
2018-07-12,8818.1904296875
2018-07-13,8861.0498046875
2018-07-16,8847.9599609375
2018-07-17,8824.669921875
2018-07-18,8938.1201171875
2018-07-19,8933.9697265625
2018-07-20,8991.33984375
2018-07-23,8959.7900390625
2018-07-24,9005.580078125
2018-07-25,9019.4599609375
2018-07-26,9139.4697265625
2018-07-27,9173.2001953125
2018-07-30,9163.3798828125
2018-07-31,9174.330078125
2018-08-02,9155.5703125
2018-08-03,9158.0
2018-08-06,9149.3603515625
2018-08-07,9201.2197265625
2018-08-08,9176.150390625
2018-08-09,9145.6796875
2018-08-10,9031.330078125
2018-08-13,9005.349609375
2018-08-14,9010.1904296875
2018-08-15,8926.23046875
2018-08-16,8997.7197265625
2018-08-17,9003.91015625
2018-08-20,9059.5302734375
2018-08-21,9082.8603515625
2018-08-22,9048.2001953125
2018-08-23,9049.7197265625
2018-08-24,9052.900390625
2018-08-27,9098.7001953125
2018-08-28,9084.259765625
2018-08-29,9083.83984375
2018-08-30,9042.0595703125
2018-08-31,8973.5595703125
2018-09-03,9003.4697265625
2018-09-04,8951.8896484375
2018-09-05,8868.8603515625
2018-09-06,8818.7197265625
2018-09-07,8843.1103515625
2018-09-10,8930.240234375
2018-09-11,8914.9404296875
2018-09-12,8960.1298828125
2018-09-13,8960.080078125
2018-09-14,8970.0
2018-09-17,8936.7099609375
2018-09-18,8915.8701171875
2018-09-19,8939.849609375
2018-09-20,9000.8095703125
2018-09-21,8995.3798828125
2018-09-24,8946.2197265625
2018-09-25,9021.6103515625
2018-09-26,9080.1396484375
2018-09-27,9112.2197265625
2018-09-28,9087.990234375
2018-10-01,9127.0498046875
2018-10-02,9087.3203125
2018-10-03,9175.2099609375
2018-10-04,9097.51953125
2018-10-05,9042.080078125
2018-10-08,8964.1396484375
2018-10-09,8964.1103515625
2018-10-10,8892.8798828125
2018-10-11,8639.1904296875
2018-10-12,8660.3798828125
2018-10-15,8653.16015625
2018-10-16,8794.9697265625
2018-10-17,8750.349609375
2018-10-18,8779.1796875
2018-10-19,8872.08984375
2018-10-22,8865.5595703125
2018-10-23,8767.150390625
2018-10-24,8724.6103515625
2018-10-25,8706.400390625
2018-10-26,8665.7998046875
2018-10-29,8759.6201171875
2018-10-30,8854.2802734375
2018-10-31,9022.16015625
2018-11-01,9017.25
2018-11-02,8992.2998046875
2018-11-05,9008.580078125
2018-11-06,8992.0703125
2018-11-07,9050.5302734375
2018-11-08,9094.900390625
2018-11-09,9074.0302734375
2018-11-12,8984.0498046875
2018-11-13,9015.4296875
2018-11-14,8931.2001953125
2018-11-15,8870.0302734375
2018-11-16,8907.3896484375
2018-11-19,8812.6103515625
2018-11-20,8769.4501953125
2018-11-21,8841.48046875
2018-11-22,8781.2900390625
2018-11-23,8845.900390625
2018-11-26,8931.3701171875
2018-11-27,8898.009765625
2018-11-28,8894.580078125
2018-11-29,9015.58984375
2018-11-30,9037.759765625
2018-12-03,9106.5595703125
2018-12-04,9085.0
2018-12-05,8939.9599609375
2018-12-06,8660.0302734375
2018-12-07,8741.0302734375
2018-12-10,8551.01953125
2018-12-11,8715.080078125
2018-12-12,8861.1396484375
2018-12-13,8814.7001953125
2018-12-14,8713.6796875
2018-12-17,8602.6103515625
2018-12-18,8528.26953125
2018-12-19,8540.16015625
2018-12-20,8414.48046875
2018-12-21,8417.2900390625
2018-12-27,8195.6396484375
2018-12-28,8429.2998046875
2019-01-03,8466.009765625
2019-01-04,8608.5595703125
2019-01-07,8535.9501953125
2019-01-08,8629.48046875
2019-01-09,8687.7099609375
2019-01-10,8801.48046875
2019-01-11,8828.2197265625
2019-01-14,8760.3203125
2019-01-15,8824.73046875
2019-01-16,8873.76953125
2019-01-17,8914.1396484375
2019-01-18,9023.9599609375
2019-01-21,9011.41015625
2019-01-22,8966.33984375
2019-01-23,8957.1904296875
2019-01-24,8937.3896484375
2019-01-25,8922.490234375
2019-01-28,8857.849609375
2019-01-29,8940.51953125
2019-01-30,8965.7099609375
2019-01-31,8969.26953125
2019-02-01,8996.3603515625
2019-02-04,9011.48046875
2019-02-05,9150.5595703125
2019-02-06,9143.0
2019-02-07,9035.900390625
2019-02-08,9003.41015625
2019-02-11,9068.6201171875
2019-02-12,9127.400390625
2019-02-13,9164.0595703125
2019-02-14,9142.7099609375
2019-02-15,9242.1201171875
2019-02-18,9267.4599609375
2019-02-19,9256.169921875
2019-02-20,9315.6298828125
2019-02-21,9333.5703125
2019-02-22,9348.9296875
2019-02-25,9398.3701171875
2019-02-26,9461.2099609375
2019-02-27,9412.1904296875
2019-02-28,9388.9404296875
2019-03-01,9412.01953125
2019-03-04,9394.0498046875
2019-03-05,9399.150390625
2019-03-06,9403.16015625
2019-03-07,9324.580078125
2019-03-08,9268.3603515625
2019-03-11,9341.349609375
2019-03-12,9331.6201171875
2019-03-13,9387.4296875
2019-03-14,9481.900390625
2019-03-15,9483.099609375
2019-03-18,9496.9296875
2019-03-19,9525.919921875
2019-03-20,9463.3203125
2019-03-21,9454.0498046875
2019-03-22,9319.419921875
2019-03-25,9305.5
2019-03-26,9389.2998046875
2019-03-27,9390.58984375
2019-03-28,9405.9296875
2019-03-29,9477.83984375
2019-04-01,9538.1103515625
2019-04-02,9536.5703125
2019-04-03,9570.08984375
2019-04-04,9563.7099609375
2019-04-05,9541.150390625
2019-04-08,9547.330078125
2019-04-09,9582.2197265625
2019-04-10,9556.3095703125
2019-04-11,9549.259765625
2019-04-12,9484.91015625
2019-04-15,9513.7099609375
2019-04-16,9579.849609375
2019-04-17,9596.599609375
2019-04-18,9571.2197265625
2019-04-23,9635.0703125
2019-04-24,9655.669921875
2019-04-25,9694.0595703125
2019-04-26,9724.26953125
2019-04-29,9740.48046875
2019-04-30,9769.740234375
2019-05-02,9746.0595703125
2019-05-03,9741.990234375
2019-05-06,9657.240234375
2019-05-07,9577.3798828125
2019-05-08,9621.9599609375
2019-05-09,9430.2998046875
2019-05-10,9472.830078125
2019-05-13,9363.1796875
2019-05-14,9404.080078125
2019-05-15,9480.759765625
2019-05-16,9660.58984375
2019-05-17,9659.080078125
2019-05-20,9582.080078125
2019-05-21,9624.16015625
2019-05-22,9645.0400390625
2019-05-23,9594.3095703125
2019-05-24,9666.8896484375
2019-05-27,9712.9599609375
2019-05-28,9680.8701171875
2019-05-29,9541.9697265625
2019-05-31,9523.98046875
2019-06-03,9602.73046875
2019-06-04,9597.7099609375
2019-06-05,9658.6201171875
2019-06-06,9682.2900390625
2019-06-07,9749.1298828125
2019-06-11,9835.8701171875
2019-06-12,9859.73046875
2019-06-13,9861.830078125
2019-06-14,9847.6103515625
2019-06-17,9851.5703125
2019-06-18,9988.5498046875
2019-06-19,9961.650390625
2019-06-20,9978.51953125
2019-06-21,9922.830078125
2019-06-24,9898.849609375
2019-06-25,9898.900390625
2019-06-26,9838.1298828125
2019-06-27,9859.759765625
2019-06-28,9898.240234375
2019-07-01,9970.0
2019-07-02,10020.9296875
2019-07-03,10066.5302734375
2019-07-04,10066.48046875
2019-07-05,9980.2197265625
2019-07-08,9994.099609375
2019-07-09,9961.33984375
2019-07-10,9937.5595703125
2019-07-11,9879.5302734375
2019-07-12,9762.98046875
2019-07-15,9808.580078125
2019-07-16,9850.51953125
2019-07-17,9942.009765625
2019-07-18,10010.150390625
2019-07-19,9937.0302734375
2019-07-22,9922.3701171875
2019-07-23,9965.150390625
2019-07-24,9907.6796875
2019-07-25,9877.0302734375
2019-07-26,9968.080078125
2019-07-29,9970.8701171875
2019-07-30,9890.900390625
2019-07-31,9919.26953125
2019-08-02,9803.6904296875
2019-08-05,9599.4296875
2019-08-06,9553.8798828125
2019-08-07,9533.98046875
2019-08-08,9751.5498046875
2019-08-09,9749.919921875
2019-08-12,9760.01953125
2019-08-13,9786.240234375
2019-08-14,9628.48046875
2019-08-15,9606.259765625
2019-08-16,9728.3896484375
2019-08-19,9825.58984375
2019-08-20,9770.3896484375
2019-08-21,9848.1103515625
2019-08-22,9805.5
2019-08-23,9744.98046875
2019-08-26,9715.830078125
2019-08-27,9786.080078125
2019-08-28,9758.1904296875
2019-08-29,9838.48046875
2019-08-30,9895.650390625
2019-09-02,9924.5400390625
2019-09-03,9852.7001953125
2019-09-04,9894.599609375
2019-09-05,9983.0703125
2019-09-06,10073.8203125
2019-09-09,10059.3701171875
2019-09-10,10020.48046875
2019-09-11,10098.58984375
2019-09-12,10094.08984375
2019-09-13,10047.33984375
2019-09-16,9969.1904296875
2019-09-17,10013.8203125
2019-09-18,10018.83984375
2019-09-19,10064.4599609375
2019-09-20,10056.830078125
2019-09-23,9997.3896484375
2019-09-24,9991.3095703125
2019-09-25,9914.8203125
2019-09-26,10010.7099609375
2019-09-27,10037.8095703125
2019-09-30,10078.3203125
2019-10-01,9952.5
2019-10-02,9757.2802734375
2019-10-03,9760.4404296875
2019-10-04,9827.7197265625
2019-10-07,9914.0595703125
2019-10-08,9800.240234375
2019-10-09,9830.0498046875
2019-10-10,9903.01953125
2019-10-11,10017.3896484375
2019-10-14,9964.240234375
2019-10-15,10048.75
2019-10-16,10032.490234375
2019-10-17,10008.9404296875
2019-10-18,9965.490234375
2019-10-21,9991.419921875
2019-10-22,10017.349609375
2019-10-23,10023.51953125
2019-10-24,10106.5302734375
2019-10-25,10197.08984375
2019-10-28,10231.7998046875
2019-10-29,10257.6904296875
2019-10-30,10254.9501953125
2019-10-31,10219.8203125
2019-11-01,10252.240234375
2019-11-04,10337.0703125
2019-11-05,10272.98046875
2019-11-06,10318.099609375
2019-11-07,10326.7802734375
2019-11-08,10309.23046875
2019-11-11,10305.26953125
2019-11-12,10314.16015625
2019-11-13,10299.2197265625
2019-11-14,10233.23046875
2019-11-15,10310.1201171875
2019-11-18,10347.1796875
2019-11-19,10366.01953125
2019-11-20,10385.740234375
2019-11-21,10338.349609375
2019-11-22,10369.4404296875
2019-11-25,10468.6201171875
2019-11-26,10506.9296875
2019-11-27,10529.259765625
2019-11-28,10529.1396484375
2019-11-29,10493.240234375
2019-12-02,10348.4404296875
2019-12-03,10232.9296875
2019-12-04,10334.5595703125
2019-12-05,10363.5
2019-12-06,10463.8798828125
2019-12-09,10434.8896484375
2019-12-10,10390.5302734375
2019-12-11,10405.3095703125
2019-12-12,10451.3603515625
2019-12-13,10429.26953125
2019-12-16,10541.669921875
2019-12-17,10538.8896484375
2019-12-18,10556.740234375
2019-12-19,10575.150390625
2019-12-20,10679.3701171875
2019-12-23,10724.33984375
2019-12-27,10730.150390625
2019-12-30,10616.9404296875
2020-01-03,10699.8203125
2020-01-06,10665.41015625
2020-01-07,10686.7998046875
2020-01-08,10652.16015625
2020-01-09,10650.9697265625
2020-01-10,10639.490234375
2020-01-13,10622.41015625
2020-01-14,10655.8203125
2020-01-15,10670.740234375
2020-01-16,10693.51953125
2020-01-17,10841.8203125
2020-01-20,10846.2900390625
2020-01-21,10884.509765625
2020-01-22,10895.0703125
2020-01-23,10813.9404296875
2020-01-24,10849.75
2020-01-27,10675.9599609375
2020-01-28,10781.98046875
2020-01-29,10859.8798828125
2020-01-30,10748.919921875
2020-01-31,10627.8798828125
2020-02-03,10664.9501953125
2020-02-04,10800.6396484375
2020-02-05,10994.150390625
2020-02-06,11012.3603515625
2020-02-07,11001.5302734375
2020-02-10,11039.7802734375
2020-02-11,11101.169921875
2020-02-12,11089.240234375
2020-02-13,11092.349609375
2020-02-14,11128.8095703125
2020-02-17,11168.4501953125
2020-02-18,11146.2802734375
2020-02-19,11263.009765625
2020-02-20,11154.5302734375
2020-02-21,11110.7802734375
2020-02-24,10712.83984375
2020-02-25,10478.509765625
2020-02-26,10512.150390625
2020-02-27,10205.4599609375
2020-02-28,9831.0302734375
2020-03-02,9950.830078125
2020-03-03,10087.400390625
2020-03-04,10251.3896484375
2020-03-05,10143.5703125
2020-03-06,9736.8203125
2020-03-09,9196.599609375
2020-03-10,9195.9296875
2020-03-11,9152.5
2020-03-12,8270.4404296875
2020-03-13,8367.5595703125
2020-03-16,8227.080078125
2020-03-17,8493.0400390625
2020-03-18,8338.740234375
2020-03-19,8782.240234375
2020-03-20,8623.8603515625
2020-03-23,8160.7900390625
2020-03-24,8733.3203125
2020-03-25,8989.16015625
2020-03-26,9203.98046875
2020-03-27,8996.3701171875
2020-03-30,9174.3896484375
2020-03-31,9311.919921875
2020-04-01,9168.98046875
2020-04-02,9270.9599609375
2020-04-03,9242.4404296875
2020-04-06,9462.33984375
2020-04-07,9514.599609375
2020-04-08,9432.3896484375
2020-04-09,9452.830078125
2020-04-14,9538.6103515625
2020-04-15,9320.2001953125
2020-04-16,9439.91015625
2020-04-17,9612.830078125
2020-04-20,9785.26953125
2020-04-21,9547.849609375
2020-04-22,9630.5595703125
2020-04-23,9625.48046875
2020-04-24,9625.650390625
2020-04-27,9758.8203125
2020-04-28,9889.4599609375
2020-04-29,9865.3203125
2020-04-30,9629.400390625
2020-05-04,9390.26953125
2020-05-05,9512.169921875
2020-05-06,9571.7001953125
2020-05-07,9617.98046875
2020-05-08,9665.349609375
2020-05-11,9689.7099609375
2020-05-12,9733.5302734375
2020-05-13,9631.6201171875
2020-05-14,9448.1396484375
2020-05-15,9483.099609375
2020-05-18,9740.76953125
2020-05-19,9764.23046875
2020-05-20,9790.849609375
2020-05-22,9688.990234375
2020-05-25,9824.5400390625
2020-05-26,9830.830078125
2020-05-27,9716.51953125
2020-05-28,9926.0302734375
2020-05-29,9831.490234375
2020-06-02,9951.4501953125
2020-06-03,10183.76953125
2020-06-04,10075.6796875
2020-06-05,10190.3701171875
2020-06-08,10152.76953125
2020-06-09,10184.8203125
2020-06-10,10147.1796875
2020-06-11,9828.580078125
2020-06-12,9796.3701171875
2020-06-15,9842.5595703125
2020-06-16,10034.2900390625
2020-06-17,10202.1904296875
2020-06-18,10186.5
2020-06-19,10266.2900390625
2020-06-22,10151.1298828125
2020-06-23,10246.5595703125
2020-06-24,10021.990234375
2020-06-25,10089.830078125
2020-06-26,10041.91015625
2020-06-29,10060.4599609375
2020-06-30,10045.2998046875
2020-07-01,10089.669921875
2020-07-02,10187.5595703125
2020-07-03,10125.83984375
2020-07-06,10253.3798828125
2020-07-07,10207.9599609375
2020-07-08,10178.41015625
2020-07-09,10143.3798828125
2020-07-10,10229.9697265625
2020-07-13,10300.9599609375
2020-07-14,10259.5
2020-07-15,10460.009765625
2020-07-16,10433.4296875
2020-07-17,10410.51953125
2020-07-20,10470.919921875
2020-07-21,10444.0498046875
2020-07-22,10439.0400390625
2020-07-23,10383.3798828125
2020-07-24,10214.2099609375
2020-07-27,10272.33984375
2020-07-28,10277.2001953125
2020-07-29,10272.8095703125
2020-07-30,10095.33984375
2020-07-31,10005.900390625
2020-08-03,10229.669921875
2020-08-04,10162.0400390625
2020-08-05,10097.9697265625
2020-08-06,10067.1298828125
2020-08-07,10068.0302734375
2020-08-10,10090.91015625
2020-08-11,10153.240234375
2020-08-12,10278.66015625
2020-08-13,10260.1103515625
2020-08-14,10163.599609375
2020-08-17,10228.0595703125
2020-08-18,10168.400390625
2020-08-19,10310.009765625
2020-08-20,10229.919921875
2020-08-21,10218.2001953125
2020-08-24,10308.3896484375
2020-08-25,10231.25
2020-08-26,10309.650390625
2020-08-27,10240.4599609375
2020-08-28,10164.490234375
2020-08-31,10135.5595703125
2020-09-01,10188.849609375
2020-09-02,10384.83984375
2020-09-03,10220.6396484375
2020-09-04,10153.08984375
2020-09-07,10297.7998046875
2020-09-08,10250.4404296875
2020-09-09,10406.5703125
2020-09-10,10387.4404296875
2020-09-11,10439.51953125
2020-09-14,10457.4296875
2020-09-15,10520.0
2020-09-16,10552.0400390625
2020-09-17,10519.330078125
2020-09-18,10539.169921875
2020-09-21,10325.4404296875
2020-09-22,10355.5703125
2020-09-23,10330.0595703125
2020-09-24,10211.5302734375
2020-09-25,10216.2802734375
2020-09-28,10308.669921875
2020-09-29,10229.2998046875
2020-09-30,10187.0
2020-10-01,10238.1201171875
2020-10-02,10252.400390625
2020-10-05,10303.0595703125
2020-10-06,10233.16015625
2020-10-07,10187.8798828125
2020-10-08,10270.240234375
2020-10-09,10320.0302734375
2020-10-12,10364.099609375
2020-10-13,10336.3603515625
2020-10-14,10292.66015625
2020-10-15,10067.9599609375
2020-10-16,10207.1298828125
2020-10-19,10184.3603515625
2020-10-20,10146.23046875
2020-10-21,9989.75
2020-10-22,9999.0498046875
2020-10-23,10023.900390625
2020-10-26,9985.6201171875
2020-10-27,9887.490234375
2020-10-28,9618.650390625
2020-10-29,9556.1396484375
2020-10-30,9587.150390625
2020-11-02,9791.6796875
2020-11-03,10003.8203125
2020-11-04,10286.7900390625
2020-11-05,10306.349609375
2020-11-06,10322.5703125
2020-11-09,10417.990234375
2020-11-10,10360.6904296875
2020-11-11,10532.26953125
2020-11-12,10496.2001953125
2020-11-13,10492.6103515625
2020-11-16,10586.740234375
2020-11-17,10565.1201171875
2020-11-18,10563.8896484375
2020-11-19,10490.76953125
2020-11-20,10495.650390625
2020-11-23,10464.400390625
2020-11-24,10491.58984375
2020-11-25,10488.26953125
2020-11-26,10497.7900390625
2020-11-27,10501.1796875
2020-11-30,10476.4296875
2020-12-01,10449.2099609375
2020-12-02,10435.3603515625
2020-12-03,10342.6298828125
2020-12-04,10364.5
2020-12-07,10375.3798828125
2020-12-08,10394.099609375
2020-12-09,10430.01953125
2020-12-10,10395.9599609375
2020-12-11,10391.759765625
2020-12-14,10373.0302734375
2020-12-15,10341.1796875
2020-12-16,10456.7802734375
2020-12-17,10540.3603515625
2020-12-18,10523.8603515625
2020-12-21,10305.51953125
2020-12-22,10403.3701171875
2020-12-23,10411.919921875
2020-12-28,10603.490234375
2020-12-29,10682.0400390625
2020-12-30,10703.509765625
2021-01-05,10694.08984375
2021-01-06,10747.080078125
2021-01-07,10778.669921875
2021-01-08,10797.990234375
2021-01-11,10870.419921875
2021-01-12,10875.25
2021-01-13,10846.8798828125
2021-01-14,10850.8095703125
2021-01-15,10877.0595703125
2021-01-18,10888.5400390625
2021-01-19,10876.98046875
2021-01-20,10945.4599609375
2021-01-21,10913.1103515625
2021-01-25,10925.7001953125
2021-01-26,10964.0498046875
2021-01-27,10904.240234375
2021-01-28,10849.8203125
2021-01-29,10591.0595703125
2021-02-01,10740.2197265625
2021-02-02,10803.5703125
2021-02-03,10775.6796875
2021-02-04,10860.9501953125
2021-02-05,10755.4697265625
2021-02-08,10778.830078125
2021-02-09,10803.669921875
2021-02-10,10825.75
2021-02-11,10852.91015625
2021-02-12,10880.3701171875
2021-02-16,10907.599609375
2021-02-18,10717.7099609375
2021-02-19,10704.75
2021-02-22,10697.3798828125
2021-02-23,10609.0302734375
2021-02-24,10727.7001953125
2021-02-25,10658.8701171875
2021-02-26,10522.2197265625
2021-03-01,10706.58984375
2021-03-02,10817.150390625
2021-03-04,10750.08984375
2021-03-05,10607.7900390625
2021-03-08,10830.3798828125
2021-03-09,10857.9697265625
2021-03-10,10909.76953125
2021-03-11,10883.23046875
2021-03-12,10839.9296875
2021-03-15,10867.330078125
2021-03-16,10944.48046875
2021-03-17,10922.490234375
2021-03-18,10973.759765625
2021-03-19,10967.3701171875
2021-03-22,11048.580078125
2021-03-23,11098.66015625
2021-03-24,11063.8701171875
2021-03-25,11098.8095703125
2021-03-26,11116.8095703125
2021-03-29,11089.599609375
2021-03-30,11121.419921875
2021-03-31,11047.3701171875
2021-04-01,11118.0302734375
2021-04-06,11182.9501953125
2021-04-07,11128.1796875
2021-04-08,11206.8798828125
2021-04-09,11238.51953125
2021-04-12,11181.349609375
2021-04-13,11122.3701171875
2021-04-14,11156.2099609375
2021-04-15,11198.7001953125
2021-04-16,11262.9697265625
2021-04-19,11209.83984375
2021-04-20,11078.98046875
2021-04-21,11209.08984375
2021-04-22,11224.900390625
2021-04-23,11200.5400390625
2021-04-26,11162.08984375
2021-04-27,11092.080078125
2021-04-28,11103.4599609375
2021-04-29,11079.509765625
2021-04-30,11022.33984375
2021-05-03,11119.0
2021-05-04,10970.9296875
2021-05-06,11111.099609375
2021-05-07,11173.5703125
2021-05-10,11123.669921875
2021-05-12,11033.900390625
2021-05-14,11120.76953125
2021-05-17,11135.3701171875
2021-05-18,11141.75
2021-05-19,11045.2001953125
2021-05-20,11152.080078125
2021-05-21,11225.580078125
2021-05-26,11348.740234375
2021-05-27,11340.26953125
2021-05-28,11426.150390625
2021-06-01,11434.8798828125
2021-06-02,11470.349609375
2021-06-03,11510.599609375
2021-06-04,11570.6796875
2021-06-07,11630.66015625
2021-06-08,11656.8896484375
2021-06-09,11788.099609375
2021-06-11,11841.2998046875
2021-06-14,11866.41015625
2021-06-15,11921.9697265625
2021-06-16,11982.0302734375
2021-06-17,12011.1103515625
2021-06-18,11941.25
2021-06-21,11995.6298828125
2021-06-22,11982.48046875
2021-06-23,11898.6201171875
2021-06-24,11993.6396484375
2021-06-25,11999.7001953125
2021-06-28,12009.169921875
2021-06-29,12028.4501953125
2021-06-30,11942.7197265625
2021-07-01,11977.0302734375
2021-07-02,11964.83984375
2021-07-06,11965.2197265625
2021-07-07,12085.509765625
2021-07-08,11924.66015625
2021-07-09,11989.8095703125
2021-07-12,12081.6201171875
2021-07-13,12071.0498046875
2021-07-14,12043.349609375
2021-07-15,11976.7900390625
2021-07-16,12026.5
2021-07-19,11862.080078125
2021-07-20,11945.6796875
2021-07-21,12021.580078125
2021-07-22,11977.0
2021-07-23,12130.830078125
2021-07-26,12049.6298828125
2021-07-27,12021.08984375
2021-07-28,12073.23046875
2021-07-29,12086.740234375
2021-07-30,12116.8203125
2021-08-02,12171.01953125
2021-08-03,12163.2197265625
2021-08-04,12178.740234375
2021-08-05,12199.8203125
2021-08-06,12176.2998046875
2021-08-09,12310.75
2021-08-10,12361.6904296875
2021-08-11,12387.900390625
2021-08-12,12429.169921875
2021-08-13,12464.4404296875
2021-08-16,12419.1396484375
2021-08-17,12477.4404296875
2021-08-18,12545.349609375
2021-08-19,12403.580078125
2021-08-20,12415.66015625
2021-08-23,12476.8701171875
2021-08-24,12436.66015625
2021-08-25,12364.5703125
2021-08-26,12409.0302734375
2021-08-27,12439.0
2021-08-30,12436.580078125
2021-08-31,12411.1103515625
2021-09-01,12432.7900390625
2021-09-02,12432.4599609375
2021-09-03,12351.83984375
2021-09-06,12430.23046875
2021-09-07,12344.3798828125
2021-09-08,12215.1396484375
2021-09-09,12116.4296875
2021-09-10,12060.6396484375
2021-09-13,12074.8095703125
2021-09-14,12097.2802734375
2021-09-15,11984.830078125
2021-09-16,12028.4404296875
2021-09-17,11935.5302734375
2021-09-20,11766.419921875
2021-09-21,11789.169921875
2021-09-22,11837.5703125
2021-09-23,11938.6201171875
2021-09-24,11817.2001953125
2021-09-27,11691.1796875
2021-09-28,11485.580078125
2021-09-29,11628.330078125
2021-09-30,11642.4501953125
2021-10-01,11575.3701171875
2021-10-04,11582.349609375
2021-10-05,11587.0
2021-10-06,11569.3896484375
2021-10-07,11763.6396484375
2021-10-08,11764.990234375
2021-10-11,11771.5703125
2021-10-12,11756.759765625
2021-10-13,11814.58984375
2021-10-14,11892.51953125
2021-10-15,11961.33984375
2021-10-18,11968.080078125
2021-10-19,11942.740234375
2021-10-20,12013.150390625
2021-10-21,12039.1396484375
2021-10-22,12056.2099609375
2021-10-25,12063.169921875
2021-10-26,12146.51953125
2021-10-27,12087.4501953125
2021-10-28,12153.099609375
2021-10-29,12108.169921875
2021-11-01,12216.330078125
2021-11-02,12321.0
2021-11-03,12383.26953125
2021-11-04,12403.0498046875
2021-11-05,12321.849609375
2021-11-08,12353.349609375
2021-11-09,12367.51953125
2021-11-10,12401.400390625
2021-11-11,12421.080078125
2021-11-12,12516.0498046875
2021-11-15,12517.1201171875
2021-11-16,12557.33984375
2021-11-17,12600.150390625
2021-11-18,12553.1904296875
2021-11-19,12545.009765625
2021-11-22,12510.8095703125
2021-11-23,12366.73046875
2021-11-24,12395.7197265625
2021-11-25,12449.6796875
2021-11-26,12199.2099609375
2021-11-29,12220.740234375
2021-11-30,12159.6904296875
