ACA.PA,AI.PA,AIR.PA,ALO.PA,BN.PA,BNP.PA,CA.PA,CAP.PA,CS.PA,DG.PA,DSY.PA,EL.PA,EN.PA,ENGI.PA,ERF.PA,GLE.PA,HO.PA,KER.PA,LR.PA,MC.PA,ML.PA,OR.PA,ORA.PA,PUB.PA,RI.PA,RMS.PA,RNO.PA,SAF.PA,SAN.PA,SGO.PA,STM.PA,SU.PA,TEP.PA,TTE.PA,VIE.PA,VIV.PA,WLN.PA
49.303035736083984,22.59820556640625,15.489315032958984,,19.494230270385742,22.642955780029297,22.023744583129883,16.271108627319336,4.143390655517578,13.236282348632812,3.2355880737304688,21.978866577148438,13.270524978637695,7.388753890991211,1.4563336372375488,30.515703201293945,23.359933853149414,39.6004524230957,,39.85197830200195,27.614280700683594,40.681060791015625,8.208487510681152,15.179471969604492,38.636573791503906,39.460262298583984,36.43367385864258,11.478299140930176,30.80154800415039,25.169719696044922,7.870244026184082,15.041584014892578,13.92237663269043,15.545516967773438,13.326992988586426,9.121403694152832,
49.636165618896484,22.681283950805664,15.612414360046387,,19.780912399291992,22.812881469726562,22.22487449645996,16.637144088745117,4.143390655517578,13.423840522766113,3.2556471824645996,21.788410186767578,13.438360214233398,7.411350250244141,1.4910087585449219,30.618175506591797,23.47897720336914,39.869293212890625,,40.0287971496582,28.111677169799805,41.118106842041016,8.272512435913086,15.294034957885742,38.8079833984375,39.6484260559082,37.05519485473633,11.566142082214355,31.063465118408203,25.737628936767578,7.842824459075928,15.24722957611084,13.778847694396973,15.535840034484863,13.41207218170166,9.381569862365723,
49.52511215209961,22.681283950805664,15.322761535644531,,19.895586013793945,22.982805252075195,22.388290405273438,16.471393585205078,4.143390655517578,13.557809829711914,3.2774500846862793,21.293222427368164,13.539839744567871,7.38122034072876,1.5256829261779785,30.966571807861328,23.426067352294922,39.89617919921875,,39.81661605834961,28.25796890258789,41.445884704589844,8.289359092712402,15.274934768676758,38.91083526611328,39.3796272277832,38.00229263305664,11.610061645507812,30.958690643310547,26.157880783081055,7.798946857452393,15.541007041931152,13.850611686706543,15.477803230285645,13.156841278076172,9.533012390136719,
49.81383514404297,22.432035446166992,15.192415237426758,,19.752243041992188,22.855363845825195,22.250011444091797,16.450674057006836,4.143390655517578,13.50422191619873,3.261751413345337,20.836118698120117,13.407135963439941,7.400053024291992,1.5170143842697144,30.659160614013672,23.346702575683594,39.412269592285156,,39.215476989746094,27.41531753540039,41.482303619384766,8.21522331237793,15.389500617980957,39.15080642700195,38.94953536987305,37.76551818847656,11.500259399414062,30.513439178466797,25.69219207763672,7.689258098602295,15.496941566467285,13.92237663269043,15.332690238952637,13.171857833862305,9.494180679321289,
50.191375732421875,22.49850082397461,15.64138126373291,,19.866918563842773,23.195222854614258,22.457429885864258,16.347078323364258,4.143390655517578,13.691781997680664,3.2591352462768555,20.721847534179688,11.802962303161621,7.437713146209717,1.5863637924194336,31.232990264892578,23.624488830566406,39.6004524230957,,39.3569221496582,27.93612289428711,41.73723602294922,8.346643447875977,15.465876579284668,39.013675689697266,39.0033073425293,38.17987823486328,11.375812530517578,30.199134826660156,25.822813034057617,7.661837100982666,15.746660232543945,14.352968215942383,15.448774337768555,13.311981201171875,9.44370174407959,
50.63555145263672,22.648046493530273,15.873106956481934,,20.038923263549805,23.45010757446289,22.784271240234375,16.146799087524414,4.143390655517578,13.758769035339355,3.244309186935425,20.60757064819336,12.85041332244873,7.430179119110107,1.5603574514389038,31.950288772583008,23.23426628112793,40.00371551513672,,39.63981628417969,27.508943557739258,42.137855529785156,8.383708953857422,15.370404243469238,39.15080642700195,38.65385437011719,38.50545120239258,11.192804336547852,30.303903579711914,25.78306007385254,7.694739818572998,16.011058807373047,14.85531997680664,15.497147560119629,13.291963577270508,9.455351829528809,
50.48008728027344,22.53173065185547,16.141036987304688,,20.09626007080078,23.492597579956055,23.192813873291016,17.210359573364258,4.373579502105713,13.651590347290039,3.367279529571533,20.4552059173584,12.752482414245605,7.313436508178711,1.5603574514389038,31.82732391357422,23.25411033630371,39.92306137084961,,39.39229202270508,27.298288345336914,41.95576095581055,8.188267707824707,15.580435752868652,38.70512771606445,39.4065055847168,38.23906707763672,11.287969589233398,30.4610595703125,25.607006072998047,7.798946857452393,15.966991424560547,14.640028953552246,15.526171684265137,13.216897964477539,9.389334678649902,
49.725006103515625,22.348955154418945,16.23517608642578,,20.124929428100586,23.40763282775879,23.041961669921875,16.726919174194336,4.373579502105713,13.638198852539062,3.3123350143432617,20.645662307739258,12.548100471496582,7.223055362701416,1.5950323343276978,31.499420166015625,23.14829444885254,39.73488235473633,,38.89723205566406,27.18709945678711,41.55514144897461,8.04337215423584,15.523157119750977,37.93739318847656,38.78824996948242,38.35745620727539,11.236729621887207,30.303903579711914,25.46502685546875,7.46439266204834,15.908234596252441,14.640028953552246,15.516496658325195,13.061756134033203,9.346623420715332,
49.658363342285156,21.9833984375,15.988970756530762,,20.124929428100586,23.067779541015625,23.525930404663086,16.367799758911133,4.143390655517578,13.798958778381348,3.3036136627197266,20.569477081298828,12.526808738708496,7.155266284942627,1.6383754014968872,31.25348472595215,22.982948303222656,39.73488235473633,,38.190006256103516,26.94718360900879,40.936012268066406,8.070329666137695,15.35767650604248,37.93739318847656,38.707618713378906,38.12068176269531,11.119600296020508,30.068178176879883,25.436634063720703,7.3601861000061035,15.790724754333496,14.783556938171387,15.352041244506836,12.786510467529297,9.121403694152832,
50.546714782714844,22.000011444091797,16.553794860839844,,20.038923263549805,23.152740478515625,23.268234252929688,16.374706268310547,4.143390655517578,13.99991226196289,3.3533248901367188,20.036197662353516,12.347973823547363,7.106309413909912,1.7077248096466064,31.232990264892578,23.14829444885254,40.27256393432617,,38.543617248535156,27.24561882019043,40.8631591796875,8.17142105102539,15.370404243469238,37.6953125,38.68073272705078,37.79512023925781,11.200124740600586,30.48725128173828,25.618366241455078,7.420515537261963,16.525175094604492,14.927087783813477,15.458451271057129,12.671404838562012,9.164116859436035,
50.990875244140625,22.099714279174805,16.749309539794922,,20.010257720947266,23.365150451660156,23.551074981689453,16.264205932617188,4.143390655517578,14.040107727050781,3.2539029121398926,20.15047264099121,12.450164794921875,7.159033298492432,1.7163933515548706,31.601890563964844,23.068925857543945,41.26728820800781,,38.75578689575195,27.643535614013672,40.97243118286133,8.13098430633545,15.033084869384766,37.868228912353516,38.573211669921875,38.1502799987793,11.15620231628418,30.251522064208984,26.095409393310547,7.332764625549316,16.58393096923828,15.214144706726074,15.59388256072998,12.941650390625,9.199066162109375,
51.23517990112305,22.18278694152832,17.162073135375977,,20.2109317779541,23.662527084350586,23.821346282958984,16.650957107543945,4.143390655517578,14.066903114318848,3.2347159385681152,20.302833557128906,12.484230041503906,7.207989692687988,1.7077248096466064,31.9092960357666,23.168128967285156,41.21351623535156,,39.18011474609375,27.83078956604004,41.30019760131836,8.12087631225586,15.064908027648926,38.11030197143555,38.97642517089844,38.564640045166016,11.258686065673828,30.38248062133789,26.260099411010742,7.261467456817627,16.81896209716797,14.99885082244873,15.63257884979248,12.956660270690918,9.307792663574219,
51.05751419067383,22.01662826538086,16.850696563720703,,19.92424774169922,23.705005645751953,23.85905647277832,16.57498550415039,4.143390655517578,14.187475204467773,3.2286107540130615,20.60757064819336,12.475713729858398,7.200458526611328,1.690387487411499,31.745344161987305,23.30701446533203,41.939388275146484,,38.79114532470703,27.97123146057129,40.97243118286133,8.070329666137695,14.988531112670898,38.11030197143555,38.49256896972656,38.53504180908203,11.119600296020508,30.40867042541504,26.197629928588867,7.157259464263916,16.760204315185547,15.070613861083984,15.729320526123047,12.841557502746582,9.323325157165527,
51.168548583984375,22.01662826538086,16.676902770996094,,19.752243041992188,23.705005645751953,23.88418960571289,16.81670570373535,4.143390655517578,14.241061210632324,3.2469253540039062,20.226654052734375,12.514034271240234,7.234350681304932,1.6557127237319946,31.704360961914062,23.300405502319336,42.88034439086914,,39.07403564453125,28.533000946044922,40.8631591796875,7.989458084106445,15.084005355834961,37.83364486694336,39.11081314086914,38.17987823486328,11.20744514465332,30.251522064208984,26.515655517578125,7.212105751037598,16.71613311767578,15.070613861083984,15.69062328338623,12.936646461486816,9.265077590942383,
50.4134635925293,21.900312423706055,16.84345245361328,,19.69490623474121,23.45010757446289,23.70821189880371,16.920297622680664,4.143390655517578,14.120488166809082,3.206808090209961,20.569477081298828,12.347973823547363,7.343563556671143,1.6210383176803589,31.3559513092041,23.240886688232422,43.283592224121094,,38.40217971801758,28.415964126586914,40.42612838745117,7.817607879638672,14.886703491210938,37.45322799682617,39.11081314086914,37.76551818847656,11.20744514465332,30.068178176879883,26.203311920166016,7.146291732788086,16.672067642211914,14.85531997680664,15.56485652923584,13.021719932556152,9.2456636428833,
50.30242156982422,21.850465774536133,16.684144973754883,,19.666240692138672,23.577556610107422,23.727060317993164,16.83051872253418,4.143390655517578,14.321439743041992,3.1736669540405273,20.493295669555664,12.326688766479492,7.531859397888184,1.6730499267578125,31.396942138671875,23.088764190673828,43.44490432739258,,38.26072311401367,28.263816833496094,40.207611083984375,7.884999752044678,14.702129364013672,37.28031539916992,39.19145965576172,37.46955490112305,11.039076805114746,30.225322723388672,26.31689453125,7.042087078094482,16.657379150390625,14.783556938171387,15.68094539642334,13.306975364685059,9.210715293884277,
49.92488479614258,21.584606170654297,16.65517234802246,,19.723573684692383,23.45010757446289,24.242460250854492,16.499013900756836,4.143390655517578,14.120488166809082,3.152736186981201,20.4552059173584,12.343719482421875,7.561986446380615,1.6557127237319946,31.314977645874023,22.804370880126953,43.202945709228516,,37.87174606323242,28.117521286010742,40.207611083984375,7.827714443206787,14.7339506149292,37.03823471069336,38.97642517089844,37.084800720214844,10.980515480041504,30.356285095214844,26.203311920166016,6.861100673675537,16.863025665283203,14.99885082244873,15.855069160461426,13.497146606445312,9.160233497619629,
50.124752044677734,21.7175350189209,16.749309539794922,,20.038923263549805,23.620038986206055,24.512727737426758,16.885766983032227,4.143390655517578,14.267857551574707,3.138782501220703,20.493295669555664,12.424619674682617,7.682497024536133,1.6470439434051514,31.560897827148438,22.982948303222656,43.55244064331055,,38.22536087036133,28.66758918762207,40.17118835449219,7.965870380401611,15.007628440856934,38.006561279296875,39.19145965576172,37.380767822265625,10.980515480041504,30.38248062133789,26.66331672668457,6.888523101806641,16.774890899658203,14.99885082244873,15.980831146240234,13.497146606445312,9.257311820983887,
50.457889556884766,21.867080688476562,16.684144973754883,,19.895586013793945,23.365150451660156,24.47501564025879,16.878860473632812,4.143390655517578,14.267857551574707,3.1056411266326904,20.798032760620117,12.522549629211426,7.68626070022583,1.6210383176803589,31.25348472595215,23.0821533203125,43.55244064331055,,38.119293212890625,29.100614547729492,40.42612838745117,8.070329666137695,14.791231155395508,37.93739318847656,39.3796272277832,36.87761306762695,11.017115592956543,30.015789031982422,26.606523513793945,6.948853492736816,16.657379150390625,14.927087783813477,16.000179290771484,13.35702133178711,9.342740058898926,
50.613338470458984,21.68430519104004,16.749309539794922,,19.866918563842773,23.40763282775879,24.493873596191406,16.892669677734375,4.143390655517578,14.455413818359375,3.1396539211273193,20.645662307739258,12.560871124267578,7.671200275421143,1.6210383176803589,31.3559513092041,22.9697208404541,43.49867630004883,,38.013214111328125,29.112319946289062,40.790321350097656,8.0669584274292,14.702129364013672,37.48782730102539,39.11081314086914,36.61125183105469,11.258686065673828,30.356285095214844,26.79961395263672,6.948853492736816,16.863025665283203,14.85531997680664,16.01952362060547,13.261935234069824,9.342740058898926,
50.14695358276367,21.68430519104004,16.734834671020508,,20.09626007080078,23.152740478515625,24.449874877929688,16.823610305786133,4.143390655517578,14.602776527404785,3.113490343093872,20.798032760620117,12.539586067199707,7.6034111976623535,1.6210383176803589,30.966571807861328,23.049083709716797,43.25669860839844,,37.730323791503906,28.907508850097656,41.33662033081055,8.0164155960083,15.052179336547852,37.072818756103516,40.3204345703125,36.81842803955078,11.244047164916992,29.911029815673828,26.561092376708984,6.844643592834473,16.877714157104492,14.99885082244873,15.893766403198242,13.347014427185059,9.315558433532715,
50.7465934753418,21.916929244995117,16.98103904724121,,20.49761199951172,23.535078048706055,24.85841941833496,17.162019729614258,4.373579502105713,14.736754417419434,3.1126182079315186,20.759939193725586,12.795058250427246,7.772879123687744,1.6643812656402588,31.314977645874023,23.135055541992188,43.47179412841797,,37.69495391845703,29.042098999023438,41.846500396728516,8.110767364501953,15.370404243469238,37.55698013305664,40.454837799072266,37.1143913269043,11.309931755065918,29.989604949951172,26.90184211730957,7.020150184631348,17.21556282043457,14.927087783813477,15.913114547729492,13.72235107421875,9.424283981323242,
