1COV.DE,ADS.DE,AIR.DE,ALV.DE,BAS.DE,BAYN.DE,BMW.DE,BNR.DE,CON.DE,DB1.DE,DBK.DE,DHER.DE,DPW.DE,DTE.DE,EOAN.DE,FME.DE,FRE.DE,HEI.DE,HEN3.DE,HFG.DE,HNR1.DE,IFX.DE,LIN.DE,MBG.DE,MRK.DE,MTX.DE,MUV2.DE,PAH3.DE,PUM.DE,QIA.DE,RWE.DE,SAP.DE,SIE.DE,SRT3.DE,SY1.DE,VNA.DE,VOW3.DE,ZAL.DE
,23.086950302124023,14.672262191772461,50.310218811035156,12.372279167175293,14.775928497314453,19.663578033447266,,31.95416259765625,27.970260620117188,33.58114242553711,,8.695863723754883,5.914124011993408,8.260970115661621,14.880135536193848,6.266372203826904,29.580663681030273,15.213232040405273,,19.039823532104492,6.0447001457214355,23.641244888305664,18.171239852905273,19.06315040588379,,43.000999450683594,,17.61058807373047,8.021459579467773,18.80351448059082,24.320310592651367,34.885215759277344,2.9138293266296387,,,15.675971031188965,
,23.508831024169922,14.733708381652832,50.20198059082031,12.456317901611328,14.870720863342285,19.989328384399414,,32.61745071411133,28.203975677490234,33.80735397338867,,8.886246681213379,5.935435771942139,8.276986122131348,15.03092098236084,6.344438076019287,29.38702392578125,15.30595588684082,,19.31134796142578,6.1507463455200195,23.641244888305664,18.387683868408203,19.22885513305664,,43.52395248413086,,17.981428146362305,8.220749855041504,18.988317489624023,24.3536319732666,35.203983306884766,2.8354387283325195,,,15.88147258758545,
,23.38829803466797,14.501574516296387,50.4133186340332,12.41196346282959,14.65743637084961,20.38615608215332,,33.096107482910156,28.298725128173828,33.658260345458984,,8.778192520141602,5.981612205505371,8.225247383117676,14.875101089477539,6.40739631652832,29.881147384643555,15.377272605895996,,19.337839126586914,6.0447001457214355,23.641244888305664,18.57836151123047,18.92381477355957,,43.98509216308594,,17.65411376953125,8.619330406188965,19.006792068481445,23.87610626220703,35.00825881958008,2.8239669799804688,,,16.36311912536621,
,23.096668243408203,14.36502456665039,49.70712661743164,12.297579765319824,14.284184455871582,20.457229614257812,,32.72001647949219,28.172382354736328,33.221275329589844,,8.747319221496582,5.931884288787842,8.235101699829102,14.75196361541748,6.572766304016113,30.121530532836914,15.384407997131348,,19.370952606201172,5.984102249145508,23.641244888305664,18.511367797851562,18.49826431274414,,43.27198791503906,,17.56706428527832,8.469862937927246,19.556575775146484,23.728038787841797,34.49934387207031,2.7168972492218018,,,16.36311912536621,
,23.203601837158203,14.761021614074707,50.20712661743164,12.292909622192383,14.290114402770996,20.55791664123535,,33.06191635131836,28.260826110839844,34.28032684326172,,8.77304744720459,5.935435771942139,8.275753021240234,14.601181030273438,6.631525993347168,30.301816940307617,15.698230743408203,,19.331218719482422,5.999251842498779,23.641244888305664,18.609289169311523,18.547222137451172,,44.16100311279297,,17.63321876525879,8.430005073547363,19.852264404296875,24.190752029418945,34.823707580566406,2.7532241344451904,,,16.761281967163086,
,23.067508697509766,14.918050765991211,50.24836730957031,12.346599578857422,14.248641014099121,20.492765426635742,,32.99354553222656,28.172382354736328,34.480831146240234,,8.824502944946289,5.960299015045166,8.341043472290039,14.601181030273438,6.606342792510986,30.715810775756836,15.926462173461914,,19.443801879882812,6.021975040435791,23.641244888305664,18.516525268554688,18.45684051513672,,44.4985466003418,,17.54007339477539,8.439969062805176,20.07402229309082,24.67938232421875,35.00265121459961,2.737929105758667,,,17.08237648010254,
,23.073341369628906,15.28673267364502,50.14011001586914,12.260229110717773,14.296038627624512,20.43354034423828,,33.10293960571289,28.349262237548828,34.46540832519531,,8.77304744720459,5.860842704772949,8.297927856445312,14.613734245300293,6.548422336578369,31.263357162475586,15.85513973236084,,19.390819549560547,6.0295515060424805,23.641244888305664,18.464988708496094,18.48696517944336,,44.6887092590332,,17.400787353515625,8.350288391113281,20.00472068786621,24.616451263427734,34.9691047668457,2.7780797481536865,,,17.313570022583008,
,22.845874786376953,15.32087230682373,49.27927017211914,12.09915542602539,14.159770011901855,20.20846939086914,,33.20551681518555,28.690359115600586,34.06440353393555,,8.680429458618164,5.775594234466553,8.242493629455566,14.45541000366211,6.546744346618652,31.263357162475586,15.783814430236816,,19.006711959838867,5.840180397033691,23.641244888305664,18.28977394104004,18.4191837310791,,43.73788833618164,,16.933317184448242,8.220749855041504,19.953899383544922,23.59847640991211,34.60560989379883,2.734105110168457,,,16.966781616210938,
,22.532861709594727,15.088736534118652,48.650390625,11.984768867492676,13.928712844848633,20.048561096191406,,33.55425262451172,28.576662063598633,33.46805191040039,,8.54150104522705,5.70100212097168,8.16734790802002,14.568502426147461,6.547582626342773,31.002946853637695,15.733892440795898,,18.867639541625977,5.665959358215332,23.641244888305664,18.02694320678711,18.377758026123047,,43.26247787475586,,16.130704879760742,8.270572662353516,19.65822410583496,23.107999801635742,34.33716583251953,2.7532241344451904,,,16.70990753173828,
,22.408435821533203,15.634936332702637,48.97515869140625,12.075810432434082,13.97610855102539,19.793880462646484,,33.30125045776367,28.109222412109375,33.46805191040039,,8.592955589294434,5.750729560852051,8.108216285705566,14.488085746765137,6.631525993347168,31.710744857788086,15.833745002746582,,18.708696365356445,5.718982696533203,23.641244888305664,17.89295196533203,18.24594497680664,,42.62541580200195,,16.452795028686523,8.170926094055176,19.879980087280273,23.300491333007812,34.158206939697266,2.829702854156494,,,16.72275161743164,
