ACS.MC,ACX.MC,AENA.MC,ALM.MC,AMS.MC,ANA.MC,BBVA.MC,BKT.MC,CABK.MC,CIE.MC,CLNX.MC,COL.MC,ELE.MC,ENG.MC,FDR.MC,FER.MC,GRF.MC,IAG.MC,IBE.MC,IDR.MC,ITX.MC,MAP.MC,MEL.MC,MRL.MC,MTS.MC,NTGY.MC,PHM.MC,REE.MC,REP.MC,ROVI.MC,SAB.MC,SAN.MC,SGRE.MC,SLR.MC,TEF.MC
7.70658540725708,5.45538330078125,,,,36.08083724975586,5.355677604675293,2.66062593460083,,1.2959688901901245,,208.91448974609375,2.6810975074768066,4.892818450927734,,4.642759799957275,,,2.113424777984619,8.447546005249023,0.9726533889770508,0.8477771282196045,6.869190692901611,,,7.173751354217529,63.469295501708984,1.8200716972351074,7.126928329467773,,1.549799919128418,2.788766622543335,8.00475788116455,,5.048788070678711
7.714812755584717,5.479266166687012,,,,36.21907043457031,5.2931599617004395,2.6103570461273193,,1.3015793561935425,,208.13436889648438,2.660559892654419,4.930327892303467,,4.642759799957275,,,2.0998618602752686,8.388836860656738,0.963313639163971,0.8462173342704773,6.774145603179932,,,7.086110591888428,63.232025146484375,1.8366386890411377,7.093708515167236,,1.5581762790679932,2.7674782276153564,7.946805000305176,,4.982503890991211
7.690125465393066,5.527039527893066,,,,35.97024917602539,5.263985633850098,2.665445327758789,,1.3015793561935425,,218.58792114257812,2.6668789386749268,4.917825222015381,,4.690514087677002,,,2.0987319946289062,8.388836860656738,0.9602004885673523,0.8446574211120605,6.808708190917969,,,7.060142517089844,63.232025146484375,1.83443021774292,7.086331367492676,,1.566554069519043,2.7431492805480957,8.00475788116455,,4.971454620361328
7.5781965255737305,5.479266166687012,,,,35.776702880859375,5.213969707489014,2.654428720474243,,1.3015793561935425,,214.99937438964844,2.658979892730713,5.063691139221191,,4.6533708572387695,,,2.0998618602752686,8.46711540222168,0.9615347385406494,0.8454376459121704,6.739583969116211,,,7.0439133644104,63.35065841674805,1.8576226234436035,7.137999534606934,,1.574931025505066,2.737067699432373,7.932316780090332,,4.94935941696167
7.673544406890869,5.474491119384766,,,,36.440269470214844,5.259816646575928,2.677151679992676,,1.3083115816116333,,222.02041625976562,2.6810975074768066,5.067859649658203,,4.748879432678223,,,2.113424777984619,8.486684799194336,0.9713195562362671,0.8485572934150696,6.921032905578613,,,7.1023406982421875,63.35065841674805,1.9172618389129639,7.17490816116333,,1.6335723400115967,2.7431492805480957,7.961294174194336,,4.993550777435303
7.781329154968262,5.49837589263916,,,,36.49555587768555,5.276487827301025,2.6647582054138184,,1.3139221668243408,,214.99937438964844,2.692157506942749,5.147044658660889,,4.759492874145508,,,2.1066434383392334,8.506256103515625,0.9668713212013245,0.8493369221687317,7.188887596130371,,,7.13155460357666,64.65563201904297,1.9526013135910034,7.163834571838379,,1.616817593574524,2.7492315769195557,7.874363899230957,,5.041425704956055
7.851808071136475,5.512707710266113,,,,36.41262435913086,5.313997745513916,2.6854147911071777,,1.3184101581573486,,216.8716583251953,2.728494882583618,5.230395317077637,,4.759492874145508,,,2.1202054023742676,8.486684799194336,0.9628689885139465,0.8516771197319031,7.111124515533447,,,7.157522201538086,64.65563201904297,1.9537065029144287,7.215506076812744,,1.616817593574524,2.7644379138946533,7.975781440734863,,5.085616111755371
7.913989543914795,5.541369438171387,,,,36.55085754394531,5.318167686462402,2.6991820335388184,,1.3240200281143188,,215.93553161621094,2.728494882583618,5.176218509674072,,4.80194091796875,,,2.1281163692474365,8.51930046081543,0.959755539894104,0.8703951835632324,7.033361434936523,,,7.138046741485596,64.41836547851562,1.9481841325759888,7.178600311279297,,1.6251955032348633,2.7674782276153564,7.946805000305176,,5.096662998199463
7.972027778625488,5.579585075378418,,,,37.21440505981445,5.384851455688477,2.719839096069336,,1.3240200281143188,,216.8716583251953,2.7600934505462646,5.180386066436768,,4.828470706939697,,,2.147329807281494,8.564964294433594,0.9659819006919861,0.8774145245552063,7.154328346252441,,,7.199721336364746,64.89290618896484,1.9802117347717285,7.233960151672363,,1.6419501304626465,2.7705204486846924,7.946805000305176,,5.140852928161621
8.013484001159668,5.603471755981445,,,,38.7074089050293,5.4181952476501465,2.7453203201293945,,1.3464605808258057,,213.28314208984375,2.7585136890411377,5.317917346954346,,4.8550004959106445,,,2.147329807281494,8.564964294433594,0.9668713212013245,0.8766345977783203,7.275293350219727,,,7.293856620788574,67.0283203125,2.0376412868499756,7.2856316566467285,,1.6251955032348633,2.78985595703125,7.983026027679443,,5.155582904815674
8.083962440490723,5.7372283935546875,,,,38.48622512817383,5.459874153137207,2.746007204055786,,1.3666585683822632,,214.21926879882812,2.793271541595459,5.409605503082275,,4.849693775177002,,,2.173323154449463,8.630197525024414,0.9704293012619019,0.8844336271286011,7.25801420211792,,,7.365270137786865,68.57056427001953,2.0321197509765625,7.27455997467041,,1.60844087600708,2.805201530456543,7.968536853790283,,5.162949085235596
8.083962440490723,5.956971645355225,,,,38.73506546020508,5.468210220336914,2.735678195953369,,1.3868554830551147,,218.58792114257812,2.802750587463379,5.355427265167236,,4.828470706939697,,,2.175584316253662,8.610625267028809,0.9922218918800354,0.8883334994316101,7.439463138580322,,,7.365270137786865,67.62149810791016,2.0652523040771484,7.267178058624268,,1.6000635623931885,2.8082714080810547,7.859875679016113,,5.140852928161621
8.2249116897583,6.363018989562988,,,,39.039180755615234,5.497385025024414,2.7466940879821777,,1.4306153059005737,,220.30416870117188,2.816969394683838,5.355427265167236,,4.908060073852539,,,2.185755729675293,8.675858497619629,1.0042296648025513,0.8844336271286011,7.448103427886963,,,7.443174362182617,67.74012756347656,2.0420589447021484,7.329921722412109,,1.60844087600708,2.857377052307129,7.888852119445801,,5.214504718780518
8.166873931884766,6.248371601104736,,,,38.7074089050293,5.501555442810059,2.734299659729004,,1.4586668014526367,,220.30416870117188,2.8296093940734863,5.401270389556885,,4.876223564147949,,,2.1823647022247314,8.72152042388916,0.9957798719406128,0.8891133666038513,7.430822372436523,,,7.449665069580078,67.14695739746094,2.028806447982788,7.414811134338379,,1.6000635623931885,2.8849992752075195,7.852630138397217,,5.269742488861084
8.100542068481445,6.3964619636535645,,,,38.6521110534668,5.493216514587402,2.7776784896850586,,1.4564224481582642,,218.58792114257812,2.8296093940734863,5.355427265167236,,4.80194091796875,,,2.1812350749969482,8.786752700805664,1.0064537525177002,0.8852136731147766,7.3876214027404785,,,7.456155776977539,67.74012756347656,2.0210747718811035,7.38897180557251,,1.6000635623931885,2.924898624420166,7.823657035827637,,5.258695602416992
8.030068397521973,6.358242511749268,,,,39.01153564453125,5.476546287536621,2.7446281909942627,,1.4553003311157227,,212.50303649902344,2.8090710639953613,5.301246643066406,,4.812551498413086,,,2.175584316253662,8.793275833129883,0.9948904514312744,0.9234300851821899,7.292575359344482,,,7.449665069580078,70.11280059814453,1.9989877939224243,7.377903461456299,,1.6000635623931885,2.9187607765197754,7.780190467834473,,5.2513298988342285
8.042506217956543,6.253149509429932,,,,38.9838981628418,5.522392749786377,2.7528903484344482,,1.4362258911132812,,215.93553161621094,2.807490825653076,5.317917346954346,,4.759492874145508,,,2.1925361156463623,8.923739433288574,0.9926670789718628,0.9382485747337341,7.301215648651123,,,7.465898513793945,74.02774047851562,2.0508949756622314,7.366828918457031,,1.60844087600708,2.903413772583008,7.81641149520874,,5.240281581878662
8.079816818237305,6.329582691192627,,,,39.31566619873047,5.57657527923584,2.755648612976074,,1.451934576034546,,216.8716583251953,2.8517279624938965,5.301246643066406,,4.860306739807129,,,2.245655059814453,8.988970756530762,0.9988932013511658,0.9288894534111023,7.474024772644043,,,7.537308692932129,75.45134735107422,2.05972957611084,7.418498516082764,,1.60844087600708,2.98321270942688,7.823657035827637,,5.324981212615967
8.104689598083496,6.472894191741943,,,,39.56450653076172,5.555735111236572,2.7570207118988037,,1.4575449228286743,,213.28314208984375,2.828029155731201,5.301246643066406,,4.860306739807129,,,2.2467846870422363,9.119434356689453,0.9971140027046204,0.9288894534111023,7.482666492462158,,,7.556784629821777,75.33271026611328,2.0663561820983887,7.366828918457031,,1.5916855335235596,2.992419481277466,7.758458137512207,,5.324981212615967
8.162727355957031,6.46811580657959,,,,40.145111083984375,5.564069747924805,2.767350196838379,,1.4575449228286743,,212.50303649902344,2.824869155883789,5.376264572143555,,4.833775997161865,,,2.2761685848236084,9.1635160446167,1.012680172920227,0.9429279565811157,7.491307735443115,,,7.589248180389404,73.79046630859375,2.1259944438934326,7.425882816314697,,1.6000635623931885,2.98321270942688,7.794678211212158,,5.361806869506836
8.125418663024902,6.477668285369873,,,,40.39394760131836,5.480713367462158,2.7473859786987305,,1.4474462270736694,,206.4181365966797,2.801170587539673,5.484622955322266,,4.828470706939697,,,2.291991710662842,9.056655883789062,1.0117905139923096,0.9374686479568481,7.638195991516113,,,7.586001396179199,72.12958526611328,2.2132437229156494,7.407426834106445,,1.6000635623931885,2.946382999420166,7.888852119445801,,5.328662872314453
8.104689598083496,6.558881759643555,,,,40.58749008178711,5.501555442810059,2.7639107704162598,,1.446324110031128,,209.8506317138672,2.8090710639953613,5.5846476554870605,,4.8231635093688965,,,2.305553674697876,8.916397094726562,1.0260225534439087,0.9413681030273438,7.6554765701293945,,,7.592494964599609,76.40042114257812,2.2971785068511963,7.484933853149414,,1.60844087600708,2.9371750354766846,7.867119312286377,,5.299202919006348
8.001049995422363,6.38690710067749,,,,40.20041275024414,5.484879970550537,2.7666640281677246,,1.446324110031128,,205.48199462890625,2.799590826034546,5.492959976196289,,4.796634197235107,,,2.2965121269226074,8.882999420166016,1.0451463460922241,0.940588116645813,7.517228603363037,,,7.621706485748291,76.04451751708984,2.3325202465057373,7.617805004119873,,1.60844087600708,2.9371750354766846,7.787435054779053,,5.262378692626953
7.685980319976807,6.329582691192627,,,,38.81800842285156,5.451537609100342,2.7508251667022705,,1.446324110031128,,208.13436889648438,2.737974166870117,5.26373815536499,,4.5472517013549805,,,2.2275712490081787,8.909716606140137,1.0447015762329102,0.9359086751937866,7.603632926940918,,,7.498357772827148,76.16315460205078,2.186737060546875,7.55505895614624,,1.60844087600708,2.91262149810791,7.6280622482299805,,5.225553035736084
7.623798370361328,6.24359655380249,,,,38.182098388671875,5.389020919799805,2.7067575454711914,,1.435103416442871,,203.76573181152344,2.706376075744629,5.167883396148682,,4.520720958709717,,,2.2343528270721436,8.829569816589355,1.0326937437057495,0.9671058058738708,7.517228603363037,,,7.368516445159912,74.8581771850586,2.1878421306610107,7.407426834106445,,1.5916855335235596,2.894207000732422,7.599086761474609,,5.122440338134766
7.665250778198242,6.214932441711426,,,,38.07151412963867,5.393189430236816,2.720531940460205,,1.435103416442871,,204.70187377929688,2.6810975074768066,5.247067928314209,,4.616230487823486,,,2.245655059814453,8.816211700439453,1.0322487354278564,0.9554066061973572,7.534509658813477,,,7.368516445159912,75.92588806152344,2.19667649269104,7.381591796875,,1.6000635623931885,2.891136407852173,7.664283275604248,,5.137170314788818
7.719146251678467,6.320027828216553,,,,38.430931091308594,5.401525020599365,2.7391228675842285,,1.435103416442871,,208.13436889648438,2.6494998931884766,5.172049045562744,,4.626841068267822,,,2.2241814136505127,8.943111419677734,1.027356505393982,0.9515075087547302,7.517228603363037,,,7.323071479797363,80.67124938964844,2.176797866821289,7.484933853149414,,1.60844087600708,2.897277355194092,7.657039642333984,,5.118758201599121
7.806204795837402,6.305697917938232,,,,38.59682083129883,5.459874153137207,2.7549567222595215,,1.4530562162399292,,210.78677368164062,2.6747782230377197,5.134541034698486,,4.63214635848999,,,2.2524356842041016,8.762778282165527,1.0447015762329102,0.9702253341674805,7.499948024749756,,,7.248411655426025,79.36627197265625,2.1392478942871094,7.573512554168701,,1.6251955032348633,2.897277355194092,7.664283275604248,,5.199773788452148
7.984464168548584,6.257925987243652,,,,39.12213897705078,5.447372913360596,2.771481990814209,,1.4530562162399292,,209.8506317138672,2.700056552886963,5.163715362548828,,4.563169956207275,,,2.251305103302002,8.729384422302246,1.037140965461731,0.9702253341674805,7.491307735443115,,,7.258151531219482,80.07807922363281,2.153604745864868,7.588275909423828,,1.616817593574524,2.872722625732422,7.591844081878662,,5.118758201599121
8.067378997802734,6.253149509429932,,,,39.95158386230469,5.493216514587402,2.8899199962615967,,1.4362258911132812,,208.13436889648438,2.719015598297119,5.147044658660889,,4.5313334465026855,,,2.2569563388824463,8.929753303527832,1.0340276956558228,0.965545654296875,7.534509658813477,,,7.358780384063721,79.48490905761719,2.1469788551330566,7.621492862701416,,1.6335723400115967,2.91262149810791,7.606330394744873,,5.166630744934082
8.042506217956543,6.210156440734863,,,,39.2603759765625,5.476546287536621,2.8775246143341064,,1.4362258911132812,,208.13436889648438,2.69689679145813,5.042853355407715,,4.472968578338623,,,2.2501749992370605,8.882999420166016,1.0295804738998413,0.9616463780403137,7.560429573059082,,,7.235428333282471,78.65447235107422,2.0652523040771484,7.643637657165527,,1.616817593574524,2.909552812576294,7.570110321044922,,5.155582904815674
8.067378997802734,6.257925987243652,,,,39.48155975341797,5.443203926086426,2.8575546741485596,,1.4474462270736694,,207.1982421875,2.688997983932495,5.001175403594971,,4.457048416137695,,,2.2445244789123535,8.896358489990234,1.0300248861312866,0.9554066061973572,7.465385913848877,,,7.170506954193115,78.65447235107422,2.0210747718811035,7.758052349090576,,1.616817593574524,2.9156908988952637,7.541134357452393,,5.115075588226318
8.133708953857422,6.315251350402832,,,,40.20041275024414,5.476546287536621,2.884409189224243,,1.4474462270736694,,208.13436889648438,2.7363946437835693,5.117870807647705,,4.515415668487549,,,2.2705180644989014,8.996541976928711,1.0455912351608276,0.9593062996864319,7.525868892669678,,,7.2516584396362305,79.24763488769531,2.0652523040771484,7.879847049713135,,1.650327444076538,2.9678659439086914,7.606330394744873,,5.173997402191162
8.146147727966309,6.310474395751953,,,,39.61980056762695,5.480713367462158,2.8871614933013916,,1.4474462270736694,,210.78677368164062,2.7490341663360596,5.109534740447998,,4.526027202606201,,,2.27164888381958,8.996541976928711,1.056264877319336,0.9647660255432129,7.612274169921875,,,7.310086250305176,79.24763488769531,2.077399969100952,7.8355607986450195,,1.650327444076538,2.9617276191711426,7.6280622482299805,,5.199773788452148
8.195891380310059,6.171939373016357,,,,38.900943756103516,5.459874153137207,2.834831953048706,,1.4362258911132812,,208.91448974609375,2.7316551208496094,5.10120153427124,,4.51010799407959,,,2.2546956539154053,8.929753303527832,1.041143774986267,0.9600866436958313,7.5949931144714355,,,7.271133899688721,82.45075988769531,2.051999092102051,7.806035041809082,,1.616817593574524,2.9371750354766846,7.6135759353637695,,5.162949085235596
8.137852668762207,6.157608509063721,,,,38.154441833496094,5.422365665435791,2.8100435733795166,,1.4418357610702515,,208.13436889648438,2.7158560752868652,4.992840766906738,,4.446437835693359,,,2.245655059814453,8.949788093566895,1.0202409029006958,0.9507273435592651,7.7764410972595215,,,7.121816635131836,81.14579010009766,2.0365376472473145,7.8171067237854,,1.60844087600708,2.9187607765197754,7.497669696807861,,5.122440338134766
8.025925636291504,6.038183689117432,,,,36.8549919128418,5.401525020599365,2.707444190979004,,1.4362258911132812,,207.1982421875,2.6953177452087402,4.851140975952148,,4.287256717681885,,,2.21174955368042,8.756101608276367,1.0086774826049805,0.9421482086181641,7.7764410972595215,,,7.112077236175537,81.02715301513672,1.9967786073684692,7.654710292816162,,1.616817593574524,2.9003446102142334,7.439715385437012,,5.081932067871094
7.967883110046387,6.0238494873046875,,,,37.57383346557617,5.380685329437256,2.733612298965454,,1.446324110031128,,207.1982421875,2.706376075744629,4.796962261199951,,4.3031744956970215,,,2.209489107131958,8.822890281677246,1.0135694742202759,0.9429279565811157,7.750521659851074,,,7.13155460357666,80.78988647460938,1.9746900796890259,7.691619396209717,,1.616817593574524,2.909552812576294,7.512156009674072,,5.070883750915527
7.963737964630127,5.96174955368042,,,,38.099151611328125,5.347342014312744,2.7494516372680664,,1.4362258911132812,,206.4181365966797,2.712695598602295,4.78029203414917,,4.2978692054748535,,,2.215139865875244,8.80285358428955,1.022909164428711,0.9452915191650391,7.681398868560791,,,7.13155460357666,80.67124938964844,1.9570190906524658,7.669472694396973,,1.6000635623931885,2.9156908988952637,7.425229072570801,,5.034059524536133
7.963737964630127,5.990410804748535,,,,37.877960205078125,5.3515095710754395,2.7542693614959717,,1.4362258911132812,,205.48199462890625,2.7300755977630615,4.792794227600098,,4.340315818786621,,,2.247915029525757,8.923074722290039,1.0349173545837402,0.9468668699264526,7.664115905761719,,,7.186737537384033,81.26441955566406,1.987943410873413,7.706382751464844,,1.616817593574524,2.9402434825897217,7.410740375518799,,5.067202091217041
7.951301574707031,5.87576150894165,,,,37.93325424194336,5.247313499450684,2.720531940460205,,1.4362258911132812,,203.76573181152344,2.7348151206970215,4.776124000549316,,4.340315818786621,,,2.226442337036133,8.916397094726562,1.0117905139923096,0.9421404004096985,7.638195991516113,,,7.141293525695801,79.0103759765625,1.9669593572616577,7.5292229652404785,,1.6000635623931885,2.8604462146759033,7.302078723907471,,4.9677734375
7.847661972045898,5.9235334396362305,,,,37.40795135498047,5.238977432250977,2.720531940460205,,1.4362258911132812,,198.61697387695312,2.7537741661071777,4.871979713439941,,4.4305195808410645,,,2.247915029525757,8.923074722290039,1.0122352838516235,0.9318998456001282,7.681398868560791,,,7.189982891082764,79.12901306152344,1.9757943153381348,7.551369667053223,,1.6000635623931885,2.8757917881011963,7.331053256988525,,4.971454620361328
7.909843921661377,6.0142974853515625,,,,37.2973518371582,5.251481533050537,2.7370574474334717,,1.4362258911132812,,201.1133575439453,2.7442939281463623,4.8386383056640625,,4.3880720138549805,,,2.251305103302002,8.923074722290039,1.0122352838516235,0.930324137210846,7.785084247589111,,,7.193230628967285,78.77310943603516,1.981317162513733,7.628875255584717,,1.5916855335235596,2.894207000732422,7.389007091522217,,4.986185550689697
7.947155952453613,5.9856343269348145,,,,37.048519134521484,5.1264472007751465,2.726036310195923,,1.4474462270736694,,198.61697387695312,2.7490341663360596,4.776124000549316,,4.3880720138549805,,,2.2366132736206055,9.049973487854004,1.0162384510040283,0.9413526654243469,7.906050682067871,,,7.183491230010986,78.89173889160156,1.9978828430175781,7.628875255584717,,1.6000635623931885,2.8757917881011963,7.389007091522217,,4.9677734375
7.938862323760986,6.100283622741699,,,,37.2973518371582,5.197299480438232,2.7542693614959717,,1.4250048398971558,,206.4181365966797,2.7585136890411377,4.859476566314697,,4.42521333694458,,,2.2546956539154053,9.103405952453613,1.0206854343414307,0.9413526654243469,7.86284875869751,,,7.212707996368408,78.29856872558594,1.9912573099136353,7.610422134399414,,1.6000635623931885,2.909552812576294,7.533888816833496,,5.011962413787842
7.9554443359375,6.033405303955078,,,,36.882633209228516,5.188963890075684,2.7446281909942627,,1.4418357610702515,,210.78677368164062,2.726914882659912,4.796962261199951,,4.350929260253906,,,2.247915029525757,9.136800765991211,1.0144590139389038,0.9437155723571777,7.81964635848999,,,7.186737537384033,76.99359130859375,1.9846299886703491,7.499696254730225,,1.6000635623931885,2.897277355194092,7.410740375518799,,4.989867210388184
7.967883110046387,6.105061054229736,,,,38.12679672241211,5.222308158874512,2.759087562561035,,1.4407141208648682,,214.21926879882812,2.7569334506988525,4.792794227600098,,4.42521333694458,,,2.2682578563690186,9.203590393066406,1.0246882438659668,0.9429279565811157,7.7764410972595215,,,7.232180595397949,77.82402801513672,2.016658067703247,7.5292229652404785,,1.6000635623931885,2.924898624420166,7.417984962463379,,5.004596710205078
7.967883110046387,,,,,,,2.759087562561035,,1.4407141208648682,,,,,,4.42521333694458,,,2.2682578563690186,,,0.9374136924743652,,,,7.232180595397949,77.82402801513672,,,,1.6000635623931885,2.924898624420166,7.417984962463379,,
7.967883110046387,,,,,,,2.759087562561035,,1.4407141208648682,,,,,,4.42521333694458,,,2.2682578563690186,,,0.9374136924743652,,,,7.232180595397949,77.82402801513672,,,,1.6000635623931885,2.924898624420166,7.417984962463379,,
7.913989543914795,6.042959213256836,,,,38.07151412963867,5.234810829162598,20.682849884033203,,1.4362258911132812,,216.8716583251953,2.7664129734039307,4.8386383056640625,,4.419908046722412,,,2.277299642562866,9.303773880004883,1.007788062095642,0.9287485480308533,7.811005592346191,,,7.264645576477051,77.11222076416016,2.03322434425354,7.569822788238525,,1.6587042808532715,2.934105157852173,7.3600311279296875,,5.030376434326172
7.905700206756592,6.105061054229736,,,,38.45857620239258,5.209804534912109,20.682849884033203,,1.4362258911132812,,211.56687927246094,2.7474539279937744,4.892818450927734,,4.3774590492248535,,,2.2671279907226562,9.270380020141602,1.0144590139389038,0.9287485480308533,7.759161472320557,,,7.228935718536377,76.51905059814453,2.0873405933380127,7.47386360168457,,1.6335723400115967,2.903413772583008,7.381763458251953,,4.997232437133789
7.918135643005371,6.042959213256836,,,,38.48622512817383,5.234810829162598,2.7501373291015625,,1.4362258911132812,,213.23902893066406,2.7411351203918457,4.901152610778809,,4.403990268707275,,,2.2806899547576904,9.243664741516113,1.0260225534439087,0.9374136924743652,7.914690971374512,,,7.199721336364746,76.63768768310547,2.1094281673431396,7.536605358123779,,1.616817593574524,2.8819305896759033,7.425229072570801,,4.94935941696167
7.9969024658203125,6.047736644744873,,,,38.84566116333008,5.284826278686523,2.7661333084106445,,1.4362258911132812,,212.44276428222656,2.7521932125091553,4.913656234741211,,4.3880720138549805,,,2.2999026775360107,9.29709529876709,1.0402543544769287,0.9389892220497131,7.7764410972595215,,,7.238674163818359,78.06129455566406,2.0917582511901855,7.588275909423828,,1.6335723400115967,2.872722625732422,7.497669696807861,,4.919898986816406
7.938862323760986,5.927645206451416,,,,38.26503372192383,5.238977432250977,2.7432541847229004,,1.4025639295578003,,214.19456481933594,2.7158560752868652,4.888650417327881,,4.372153282165527,,,2.259216785430908,9.29041576385498,1.027356505393982,0.9334754943847656,7.785084247589111,,,7.173751354217529,79.12901306152344,2.077399969100952,7.628875255584717,,1.616817593574524,2.842031717300415,7.461449146270752,,4.879391670227051
8.034212112426758,5.908430576324463,,,,38.73506546020508,5.288992404937744,2.7335479259490967,,1.3857333660125732,,215.1500701904297,2.755354166030884,4.980337142944336,,4.366846561431885,,,2.3168551921844482,9.303773880004883,1.0318042039871216,0.9515933990478516,7.836925983428955,,,7.235428333282471,80.07807922363281,2.0917582511901855,7.699001312255859,,1.6251955032348633,2.8665847778320312,7.533888816833496,,4.916216850280762
